Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed and Suspected COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week
2020-06-07,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-06-14,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-06-21,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-06-28,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-07-05,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-07-12,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-07-19,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-07-26,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-08-02,495211,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,
2020-05-24,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,4,4,1,1,0,0,0,0,0,0,54,15,Y,Y,N,N,2,2,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,66.7,0,0,Alexandria City,,
2020-05-31,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,1,5,0,1,0,0,0,0,0,0,54,16,Y,Y,N,N,0,2,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,62.5,0,0,Alexandria City,N,N
2020-06-07,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,2,7,0,1,0,0,0,0,0,0,54,18,Y,Y,N,N,2,4,0,1,0,0,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,55.6,0,0,Alexandria City,N,N
2020-06-14,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,0,7,0,1,0,0,0,0,0,0,54,15,Y,Y,N,N,0,4,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,66.7,0,0,Alexandria City,N,N
2020-06-21,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,1,8,0,1,0,0,0,0,0,0,54,18,Y,Y,N,N,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,55.6,0,0,Alexandria City,N,N
2020-06-28,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,1,9,0,1,0,0,0,0,0,0,54,16,Y,Y,N,N,0,4,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,62.5,0,0,Alexandria City,N,N
2020-07-05,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,1,10,0,1,0,0,0,0,0,0,54,18,Y,Y,N,N,0,4,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,55.6,0,0,Alexandria City,N,N
2020-07-12,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,0,10,0,1,0,0,0,0,0,0,54,19,Y,Y,N,N,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,0,0,Alexandria City,N,N
2020-07-19,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,0,10,0,1,0,0,0,0,0,0,54,18,Y,Y,Y,N,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,55.6,0,0,Alexandria City,N,N
2020-07-26,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,0,10,0,1,0,0,0,0,0,0,54,19,Y,Y,Y,N,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,0,0,Alexandria City,N,N
2020-08-02,495288,THE FOUNTAINS AT WASHINGTON HOUSE,5100 FILLMORE AVENUE,ALEXANDRIA,VA,22311,Y,Y,0,10,0,1,0,0,0,0,0,0,54,14,Y,Y,Y,N,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,71.4,0,0,Alexandria City,N,N
2020-05-24,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,0,1,1,0,0,111,112,Y,N,Y,N,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,,
2020-05-31,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,1,1,1,2,0,0,111,109,Y,N,Y,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-06-07,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,1,1,3,0,0,111,109,Y,N,Y,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-06-14,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,1,1,4,0,0,111,109,Y,N,Y,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-06-21,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,1,0,4,0,0,111,112,Y,N,Y,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-06-28,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,1,1,5,0,0,111,107,Y,N,Y,N,0,0,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-07-05,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,1,1,6,0,0,111,108,Y,N,Y,N,1,1,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-07-12,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,0,1,3,9,0,0,111,104,Y,N,Y,N,0,1,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-07-19,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,1,2,0,9,0,0,111,107,Y,N,Y,N,0,1,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-07-26,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,1,3,0,9,0,0,111,107,Y,N,Y,N,0,1,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-08-02,495196,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,Y,Y,0,0,0,0,1,4,0,9,0,0,111,109,Y,N,Y,N,0,1,1,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Campbell,N,N
2020-05-24,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,0,0,0,0,0,100,86,Y,Y,N,N,0,0,4,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,,
2020-05-31,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,0,0,0,0,0,100,86,Y,Y,N,N,2,2,1,5,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-06-07,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,0,1,1,0,0,100,81,Y,Y,N,N,0,2,0,5,0,0,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-06-14,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,0,0,1,0,0,100,82,Y,Y,N,N,0,2,1,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-06-21,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,0,0,1,0,0,100,83,Y,Y,N,N,1,3,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-06-28,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,1,1,0,1,0,0,100,81,Y,Y,N,N,0,3,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-07-05,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,1,0,1,0,0,100,86,Y,Y,Y,N,1,4,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-07-12,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,1,0,1,0,0,100,87,Y,Y,Y,N,0,4,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-07-19,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,0,0,0,1,0,1,0,0,100,86,Y,Y,Y,N,0,4,0,6,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amelia,N,N
2020-07-26,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,11,11,1,2,2,3,2,2,100,84,Y,Y,Y,N,4,8,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,131,23.8,18.2,Amelia,Y,Y
2020-08-02,495358,WELLSPRINGS AT AMELIA,8830 VIRGINIA STREET,AMELIA,VA,23002,Y,Y,0,0,5,16,2,4,1,4,1,3,100,82,Y,Y,Y,N,4,12,4,10,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,195.1,36.6,18.8,Amelia,Y,N
2020-05-24,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,1,1,0,0,120,102,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0,0,,Amherst,,
2020-05-31,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,0,1,0,0,120,108,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0,0,,Amherst,N,N
2020-06-07,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,0,1,0,0,120,102,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amherst,N,N
2020-06-14,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,0,1,0,0,120,102,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0,0,,Amherst,N,N
2020-06-21,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,0,1,0,0,120,101,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0,0,,Amherst,N,N
2020-06-28,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,1,2,0,0,120,105,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0,0,,Amherst,N,N
2020-07-05,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,1,3,0,0,120,105,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amherst,N,N
2020-07-12,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,0,3,0,0,120,105,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amherst,N,N
2020-07-19,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,0,0,2,5,0,0,120,99,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amherst,N,N
2020-07-26,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,0,0,0,0,1,1,0,5,0,0,120,99,Y,Y,Y,N,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Amherst,N,N
2020-08-02,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,Y,Y,1,1,3,3,1,2,0,5,0,0,120,99,Y,Y,Y,N,5,5,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,30.3,0,0,Amherst,Y,Y
2020-05-24,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,N,19,19,86,86,0,0,25,25,25,25,222,144,Y,Y,Y,N,36,36,1,1,1,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,597.2,173.6,29.1,Fairfax,,
2020-05-31,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,19,0,86,0,0,1,26,1,26,222,130,Y,Y,Y,N,7,43,0,1,0,1,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,661.5,200,30.2,Fairfax,N,N
2020-06-07,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,1,20,1,87,0,0,1,27,1,27,222,132,Y,Y,Y,N,0,43,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,659.1,204.5,31,Fairfax,N,N
2020-06-14,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,87,2,2,0,27,0,27,222,129,Y,Y,Y,N,1,44,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,674.4,209.3,31,Fairfax,N,N
2020-06-21,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,87,0,2,0,27,0,27,222,129,Y,Y,Y,N,0,44,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,674.4,209.3,31,Fairfax,N,N
2020-06-28,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,87,0,2,0,27,0,27,222,131,Y,Y,Y,N,0,44,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,664.1,206.1,31,Fairfax,N,N
2020-07-05,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,3,90,0,2,1,28,1,28,222,131,Y,Y,Y,N,7,51,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,687,213.7,31.1,Fairfax,Y,N
2020-07-12,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,90,0,2,0,28,0,28,222,130,Y,Y,Y,N,0,51,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,692.3,215.4,31.1,Fairfax,N,N
2020-07-19,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,90,0,2,0,28,0,28,222,131,Y,Y,Y,N,0,51,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,687,213.7,31.1,Fairfax,N,N
2020-07-26,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,90,0,2,0,28,0,28,222,131,Y,Y,Y,N,0,51,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,687,213.7,31.1,Fairfax,N,N
2020-08-02,495155,ANNANDALE  HEALTHCARE CENTER,6700 COLUMBIA PIKE,ANNANDALE,VA,22003,Y,Y,0,20,0,90,0,2,0,28,0,28,222,132,Y,Y,Y,N,0,51,0,1,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,681.8,212.1,31.1,Fairfax,N,N
2020-05-24,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,3,3,6,6,3,3,18,18,15,15,132,71,Y,Y,Y,N,4,4,1,1,0,0,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,84.5,211.3,250,Fairfax,,
2020-05-31,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,0,6,0,3,2,20,2,17,132,61,Y,Y,Y,N,1,5,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,98.4,278.7,283.3,Fairfax,N,N
2020-06-07,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,1,7,0,3,1,21,1,18,132,60,Y,Y,Y,N,9,14,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,116.7,300,257.1,Fairfax,N,N
2020-06-14,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,0,7,0,3,0,21,0,18,132,61,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,114.8,295.1,257.1,Fairfax,N,N
2020-06-21,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,0,7,0,3,1,22,0,18,132,60,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,116.7,300,257.1,Fairfax,N,N
2020-06-28,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,1,4,0,7,0,3,1,23,0,18,132,67,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,104.5,268.7,257.1,Fairfax,N,N
2020-07-05,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,4,8,0,7,1,4,0,23,0,18,132,67,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,104.5,268.7,257.1,Fairfax,N,N
2020-07-12,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,3,11,0,7,0,4,0,23,0,18,132,67,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,104.5,268.7,257.1,Fairfax,N,N
2020-07-19,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,5,16,0,7,0,4,0,23,0,18,132,74,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,94.6,243.2,257.1,Fairfax,N,N
2020-07-26,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,1,17,0,7,0,4,0,23,0,18,132,75,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,93.3,240,257.1,Fairfax,N,N
2020-08-02,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,5,22,0,7,0,4,0,23,0,18,132,81,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,86.4,222.2,257.1,Fairfax,N,N
2020-05-24,495188,APPOMATTOX HEALTH AND REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,Y,Y,0,0,0,0,1,1,1,1,0,0,0,52,Y,Y,Y,Y,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Appomattox,,
