one_week_supply_of_eye,laboratory_type_is_other,residents_total_admissions,staff_weekly_suspected_covid,shortage_of_nursing_staff,total_resident_covid_19_deaths_per_1_000_residents,total_number_of_occupied,residents_weekly_all_deaths,any_current_supply_of_n95,submitted_data,ventilator_dependent_unit,number_of_ventilators_in,laboratory_type_is_state,shortage_of_other_staff,any_current_supply_of_gowns,residents_weekly_confirmed,any_current_supply_of,staff_total_covid_19_deaths,residents_weekly_covid_19,staff_total_suspected_covid,one_week_supply_of_surgical,one_week_supply_of_gowns,any_current_supply_of_hand,total_resident_confirmed_covid_19_cases_per_1_000_residents,provider_name,laboratory_type_is_private,initial_confirmed_covid_19_case_this_week,resident_access_to_testing,any_current_supply_of_surgical,county,passed_quality_assurance,staff_weekly_confirmed_covid,one_week_supply_of_hand,residents_total_covid_19,staff_weekly_covid_19_deaths,provider_address,three_or_more_confirmed_and_suspected_covid_19_cases_this_week,provider_zip_code,any_current_supply_of_gloves,federal_provider_number,number_of_all_beds,residents_total_suspected,residents_weekly_suspected,residents_weekly_admissions,staff_total_confirmed_covid,one_week_supply_of_gloves,residents_total_all_deaths,provider_state,shortage_of_clinical_staff,number_of_ventilators_in_1,any_current_supply_of_eye,shortage_of_aides,one_week_supply_of_ventilator,residents_total_confirmed,one_week_supply_of_n95_masks,week_ending,total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases,provider_city
Y,N,0,0,N,0.0,66,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF LAWRENCEVILLE, LLC",Y,N,Y,Y,Brunswick,Y,0,Y,0,0,1722 LAWRENCEVILLE PLANK ROAD,N,23868,Y,495192,77,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,LAWRENCEVILLE
N,N,25,5,Y,30.8,130,5,Y,Y,N,,Y,N,Y,3,,0,4,5,N,N,Y,23.1,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,Y,,Y,Y,Colonial Heights City,Y,6,Y,4,0,831 ELLERSLIE AVE,,23834,Y,495115,193,2,2,25,6,Y,5,VA,N,,Y,Y,,3,N,2020/05/24 00:00:00,133.3,COLONIAL HEIGHTS
Y,N,0,0,N,0.0,109,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,CARRINGTON PLACE AT RURAL RETREAT,N,N,Y,Y,Wythe,Y,2,Y,0,0,514 NORTH MAIN STREET,N,24368,Y,495417,120,0,0,0,2,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,RURAL RETREAT
Y,N,24,1,N,0.0,40,0,Y,Y,N,,Y,N,Y,0,,0,0,4,Y,Y,Y,0.0,THE CONVALESCENT CENTER AT PATRIOTS COLONY,Y,N,Y,Y,James City,Y,0,Y,0,0,6000 PATRIOTS COLONY DRIVE,N,23188,Y,495369,60,2,0,7,1,Y,4,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,WILLIAMSBURG
Y,N,0,0,N,0.0,80,1,Y,Y,N,,N,N,Y,0,,0,0,1,Y,N,Y,0.0,TYLER'S RETREAT AT IRON BRIDGE,Y,N,Y,Y,Chesterfield,Y,0,Y,0,0,12001 IRON BRIDGE RD,N,23831,Y,495401,90,9,0,0,0,N,6,VA,N,,Y,Y,,0,Y,2020/07/26 00:00:00,,CHESTER
Y,N,0,0,N,0.0,52,0,Y,Y,N,,N,N,Y,0,,0,0,1,Y,N,Y,0.0,WESTWOOD CENTER,Y,N,Y,Y,Tazewell,Y,0,Y,0,0,WESTWOOD MEDICAL PARK,N,24605,Y,495200,65,0,0,0,0,Y,8,VA,N,,Y,N,,0,N,2020/06/21 00:00:00,,BLUEFIELD
Y,N,0,0,N,0.0,26,0,Y,Y,N,,Y,N,Y,0,,0,0,4,Y,Y,Y,0.0,RIVERSIDE HEALTHY LIVING COMMUNITY-SMITHFIELD,Y,N,Y,Y,Isle of Wight,Y,0,Y,0,0,101 JOHN ROLFE DRIVE,N,23430,Y,495332,34,3,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,SMITHFIELD
Y,Y,0,0,N,0.0,96,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SPRINGTREE HEALTHCARE & REHAB CENTER,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,3433 SPRINGTREE DRIVE,N,24012,Y,495378,120,0,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,ROANOKE
Y,N,0,0,N,0.0,99,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HIGHLAND RIDGE REHAB CENTER,Y,N,Y,Y,Pulaski,Y,0,Y,0,0,5872 HANKS STREET  PO BOX 1087,N,24084,Y,495333,132,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,DUBLIN
Y,N,0,0,Y,0.0,109,4,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE LAURELS OF CHARLOTTESVILLE,Y,N,Y,Y,Albermarle,Y,0,Y,0,0,490 HILLSDALE DRIVE,N,22901,Y,495377,,1,0,0,0,Y,13,VA,N,,Y,Y,,0,Y,2020/06/21 00:00:00,,CHARLOTTESVILLE
Y,N,2,0,N,0.0,134,1,Y,Y,N,,Y,N,Y,0,,0,0,56,Y,Y,Y,7.5,WESTMINSTER-CANTERBURY OF RICHMOND,Y,N,Y,Y,Henrico,Y,0,Y,0,0,1600 WESTBROOK AVE,N,23227,Y,495096,158,17,1,0,6,Y,43,VA,N,,Y,N,,1,Y,2020/06/21 00:00:00,0.0,RICHMOND
Y,N,0,0,N,222.2,18,6,Y,Y,N,,Y,N,Y,10,,0,4,0,Y,Y,Y,555.6,SEASIDE HHC @ ATLANTIC SHORE,Y,,Y,Y,Virginia Beach City,Y,6,Y,4,0,1200 ATLANTIC SHORES DRIVE,,23454,Y,495324,50,0,0,0,6,Y,6,VA,N,,Y,N,,10,Y,2020/05/24 00:00:00,40.0,VIRGINIA BEACH
Y,N,0,0,N,0.0,60,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,SENTARA NURSING AND REHAB CENTER-WINDERMERE,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1604 OLD DONATION PKWY,N,23454,Y,495392,90,0,0,0,0,Y,0,VA,N,,Y,Y,,0,Y,2020/07/05 00:00:00,,VIRGINIA BEACH
Y,N,1,0,N,0.0,176,0,Y,Y,N,,Y,N,Y,0,,0,0,17,Y,Y,Y,0.0,THE GARDENS AT WARWICK FOREST,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,1000 OLD DENBEIGH BOULEVARD,N,23602,Y,495071,209,9,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,NEWPORT NEWS
Y,N,0,1,N,0.0,103,0,Y,Y,N,,Y,N,Y,0,,0,0,9,N,N,Y,9.7,RIVERSIDE REHABILITATION CENTER AT HAMPTON,Y,N,Y,Y,Hampton City,Y,1,Y,0,0,414 ALGONQUIN RD,N,23661,Y,495308,130,0,0,0,6,Y,2,VA,N,,Y,N,,1,N,2020/07/26 00:00:00,0.0,HAMPTON
Y,Y,0,0,N,0.0,15,0,Y,Y,N,,N,N,Y,0,,0,0,5,Y,Y,Y,0.0,SUMMIT SQUARE,Y,N,Y,Y,Waynesboro City,Y,0,Y,0,0,501 OAK AVENUE,N,22980,Y,495405,18,1,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,WAYNESBORO
Y,N,0,0,N,0.0,55,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL - BROOKNEAL,N,N,N,Y,Campbell,Y,0,Y,0,0,633 COOK AVENUE,N,24528,Y,495242,60,0,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,BROOKNEAL
Y,N,0,0,N,0.0,50,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,COVENANT WOODS NURSING HOME,Y,N,Y,Y,Hanover,Y,0,Y,0,0,7090 COVENANT WOODS DRIVE,N,23111,Y,495419,62,0,0,0,1,Y,1,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,MECHANICSVILLE
Y,N,0,1,N,0.0,108,2,Y,Y,N,,N,N,Y,0,,0,0,9,Y,Y,Y,0.0,ROCKY MOUNT HEALTH & REHAB CENTER,Y,N,Y,Y,Franklin,Y,0,Y,0,0,300 HATCHER STREET,N,24151,Y,495118,180,2,0,0,0,Y,8,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,ROCKY MOUNT
Y,N,7,0,N,461.5,13,0,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,769.2,THE JEFFERSON,Y,N,Y,Y,Arlington,Y,0,Y,6,0,900 NORTH TAYLOR STREET,N,22203,Y,495269,31,7,0,2,13,Y,8,VA,N,,Y,N,,10,Y,2020/07/05 00:00:00,60.0,ARLINGTON
Y,N,0,0,N,0.0,106,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,AUGUSTA NURSING & REHAB CENTER,Y,N,Y,Y,Augusta,Y,0,Y,0,0,83 CROSSROADS LANE,N,22939,Y,495336,112,0,0,0,0,Y,27,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,FISHERSVILLE
Y,N,0,2,N,0.0,82,0,Y,Y,N,,Y,N,Y,0,,0,0,13,Y,Y,Y,0.0,RADFORD HEALTH AND REHAB CENTER,Y,N,Y,Y,Radford City,Y,0,Y,0,0,700 RANDOLPH STREET,N,24141,Y,495355,90,5,1,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,RADFORD
Y,N,0,0,N,0.0,53,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL DILLWYN,N,N,N,Y,Buckingham,Y,0,Y,0,0,119 BRICKYARD DRIVE,N,23936,Y,495317,60,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,DILLWYN
Y,N,0,26,N,0.0,176,18,Y,Y,N,,Y,N,Y,0,,0,0,26,Y,N,Y,0.0,HEALTH CARE CENTER LUCY CORR,N,,Y,Y,Chesterfield,Y,1,Y,0,0,6800 LUCY CORR BLVD,,23832,Y,495079,216,21,21,0,1,Y,18,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,CHESTERFIELD
Y,N,0,0,N,27.8,72,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,55.6,BETH SHOLOM HOME OF VIRGINIA,Y,N,Y,Y,Henrico,Y,0,Y,2,0,1600 JOHN ROLFE PARKWAY,N,23233,Y,495291,101,0,0,0,1,Y,0,VA,N,,Y,N,,4,Y,2020/07/12 00:00:00,50.0,RICHMOND
Y,Y,0,0,N,0.0,149,0,Y,Y,N,,Y,N,Y,1,,0,0,1,Y,Y,Y,6.7,LYNCHBURG HLTH & REHAB CNTR,Y,Y,Y,Y,Lynchburg City,Y,0,Y,0,0,5615 SEMINOLE AVENUE,Y,24502,Y,495105,0,7,3,0,0,Y,5,VA,N,,Y,N,,1,Y,2020/05/31 00:00:00,0.0,LYNCHBURG
Y,N,27,0,N,212.8,94,1,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,787.2,SKYVIEW SPRINGS REHAB AND NURSING CENTER,N,N,Y,Y,Page,Y,0,Y,20,0,30 MONTVUE DRIVE,N,22835,Y,495255,120,39,0,1,38,Y,31,VA,N,,Y,Y,,74,Y,2020/07/05 00:00:00,27.0,LURAY
Y,N,0,0,N,0.0,50,0,Y,Y,N,,Y,N,Y,0,,0,0,5,Y,Y,Y,0.0,THE WOODLANDS HEALTH AND REHAB CENTER,Y,N,Y,Y,Alleghany,Y,0,Y,0,0,1000 FAIRVIEW HEIGHTS,N,24422,Y,495360,60,0,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,CLIFTON FORGE
Y,N,0,0,N,0.0,25,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,KING'S GRANT RETIREMENT COMMUN,Y,N,Y,Y,Martinsville City,Y,0,Y,0,0,350 KING'S WAY ROAD,N,24112,Y,495408,32,0,0,0,2,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,MARTINSVILLE
Y,N,2,0,N,0.0,32,0,Y,Y,N,,Y,N,Y,0,,0,0,12,Y,Y,Y,0.0,THE NEWPORT,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,11141 WARWICK BLVD,N,23601,Y,495368,60,15,0,0,0,Y,10,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,NEWPORT NEWS
N,N,0,0,N,0.0,42,1,Y,Y,N,,N,N,Y,0,,0,0,0,N,N,Y,0.0,BRANDON OAKS NURSING AND REHABILITATION CENTER,N,N,N,Y,Roanoke,Y,0,Y,0,0,3837 BRANDON AVENUE,N,24018,Y,495373,62,0,0,0,0,Y,3,VA,N,,Y,N,,0,N,2020/05/31 00:00:00,,ROANOKE
Y,N,0,2,N,0.0,194,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,5.2,SENTARA WOODVIEW,Y,N,Y,Y,Halifax,Y,0,Y,0,0,103 ROSEHILL DRIVE,N,24592,Y,495372,216,0,0,0,0,Y,10,VA,N,,Y,Y,,1,Y,2020/07/26 00:00:00,0.0,SOUTH BOSTON
Y,N,0,0,N,0.0,112,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE CITADEL VIRGINIA BEACH LLC,Y,,Y,Y,Virginia Beach City,Y,0,Y,0,0,340 LYNN SHORES DRIVE,,23452,Y,495150,147,0,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,VIRGINIA BEACH
Y,Y,0,0,N,0.0,50,0,Y,Y,N,,N,N,Y,0,,0,0,1,Y,Y,Y,0.0,PELICAN HEALTH NORFOLK,Y,N,Y,Y,Norfolk City,Y,0,Y,0,0,827 NORVIEW AVENUE,N,23509,Y,495309,60,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,82,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,AUTUMN CARE OF MADISON,Y,N,Y,Y,Madison,Y,0,Y,0,0,NUMBER ONE AUTUMN COURT,N,22727,Y,495244,92,1,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,MADISON
Y,Y,0,0,N,0.0,106,0,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,0.0,MARTINSVILLE HEALTH AND REHAB,N,N,Y,Y,Martinsville City,Y,2,Y,0,0,1607 SPRUCE STREET,N,24112,Y,495143,140,4,2,0,2,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,MARTINSVILLE
,,0,0,,0.0,76,0,,N,,,,,,0,,0,0,0,,,,0.0,THE BRIAN CENTER,,,,,Alleghany,,0,,0,0,100 ALLEGHANY REGIONAL HOSPITAL LANE,,24457,,495221,89,0,0,0,0,,0,VA,,,,,,0,,2020/07/19 00:00:00,,LOW MOOR
Y,N,4,2,N,78.7,89,9,Y,Y,N,,Y,N,Y,11,,0,7,2,Y,Y,Y,123.6,POTOMAC FALLS HEALTH & REHAB CENTER,Y,,Y,Y,Loudoun,Y,4,Y,7,0,46531 HARRY BYRD HIGHWAY,,20164,Y,495179,148,0,0,4,4,Y,9,VA,N,,Y,N,,11,Y,2020/05/24 00:00:00,63.6,STERLING
Y,N,5,0,N,0.0,74,0,Y,Y,N,,N,N,Y,0,,0,0,3,Y,Y,Y,0.0,KEMPSVILLE HEALTH & REHAB CENTER,Y,N,Y,Y,Virginia Beach City,Y,1,Y,0,0,5520 INDIAN RIVER ROAD                    *REVISED,N,23464,Y,495232,90,0,0,0,7,Y,7,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,VIRGINIA BEACH
N,N,0,0,N,0.0,105,1,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,FAIRMONT CROSSING HEALTH AND REHABILITATION,Y,N,Y,Y,Amherst,Y,0,N,0,0,173 BROCKMAN PARK DRIVE,N,24521,Y,495363,120,0,0,0,0,N,2,VA,N,,Y,N,,0,N,2020/06/28 00:00:00,,AMHERST
Y,N,5,0,N,155.3,103,4,Y,Y,N,,N,N,Y,0,,0,3,27,Y,Y,Y,660.2,HERITAGE HALL LEESBURG,Y,N,Y,Y,Loudoun,Y,0,Y,16,0,122 MORVEN PARK ROAD NW,N,20176,Y,495261,164,96,0,2,44,Y,24,VA,N,,Y,N,,68,Y,2020/06/28 00:00:00,23.5,LEESBURG
Y,N,0,0,N,0.0,80,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,25.0,LAKEWOOD MANOR,Y,N,Y,Y,Goochland,Y,0,Y,0,0,1900 LAUDERDALE DRIVE,N,23238,Y,495403,96,0,0,0,11,Y,2,VA,N,,Y,N,,2,Y,2020/06/21 00:00:00,0.0,RICHMOND
Y,N,0,0,N,0.0,81,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,ENVOY AT THE MEADOWS,Y,N,Y,Y,Goochland,Y,0,Y,0,0,2715 DOGTOWN ROAD,N,23063,Y,495236,84,0,0,0,2,Y,2,VA,N,,Y,Y,,0,Y,2020/06/14 00:00:00,,GOOCHLAND
Y,Y,0,0,N,0.0,96,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,N,Y,0.0,BEAUFONT HEALTH AND REHABILITATION CENTER,Y,,Y,Y,Richmond City,Y,0,Y,0,0,200 HIOAKS ROAD,,23225,Y,495260,0,4,4,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,109,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,WARREN MEMORIAL HOSP LYNN CARE,Y,N,Y,Y,Warren,Y,0,Y,0,0,1000 SHENANDOAH AVENUE,N,22630,Y,495316,120,1,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,FRONT ROYAL
Y,N,1,0,N,0.0,48,1,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,KENDAL  AT LEXINGTON,N,N,Y,Y,Lexington City,Y,0,Y,0,0,160 KENDAL DRIVE,N,24450,Y,495034,54,15,2,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,LEXINGTON
Y,N,1,0,Y,0.0,137,3,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,7.3,THE LAURELS OF UNIVERSITY PARK,Y,N,Y,Y,Henrico,Y,0,Y,0,0,2420 PEMBERTON RD,N,23233,Y,495109,145,0,0,0,0,Y,7,VA,N,,Y,Y,,1,Y,2020/06/07 00:00:00,0.0,RICHMOND
Y,Y,0,0,N,0.0,108,4,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,PINEY FOREST HEALTH AND REHABILITATION CENTER,Y,,Y,Y,Danville City,Y,0,Y,0,0,450 PINEY FOREST RD,,24540,Y,495107,0,0,0,0,0,Y,4,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,DANVILLE
,N,0,0,,0.0,94,0,,Y,,,Y,,,0,,0,0,0,,,,0.0,NEWPORT NEWS NURSING & REHAB,N,N,Y,,Newport News City,Y,0,,0,0,12997 NETTLES DRIVE,N,23602,,495340,102,0,0,0,0,,1,VA,,,,,,0,,2020/06/07 00:00:00,,NEWPORT NEWS
Y,N,0,0,N,0.0,31,0,Y,Y,Y,25,N,N,Y,0,Y,0,0,0,Y,Y,Y,0.0,CHILDRENS HOSPITAL,Y,N,Y,Y,Richmond City,Y,0,Y,0,0,2924 BROOK RD,N,23220,Y,49A022,47,0,0,0,0,Y,0,VA,N,17,Y,N,Y,0,Y,2020/07/26 00:00:00,,RICHMOND
Y,N,23,0,N,92.0,87,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,724.1,CONSULATE HEALTH CARE OF WINDSOR,Y,N,Y,Y,Isle of Wight,Y,0,Y,8,0,23352 COURTHOUSE HIGHWAY,N,23487,Y,495347,114,0,0,0,9,Y,15,VA,N,,Y,N,,63,Y,2020/07/05 00:00:00,12.7,WINDSOR
Y,N,0,4,N,0.0,112,2,Y,Y,N,,Y,N,Y,0,,0,0,4,Y,Y,Y,0.0,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,Y,,Y,Y,Hopewell City,Y,0,Y,0,0,201 EPPS STREET,,23860,Y,495085,124,1,1,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,HOPEWELL
Y,N,1,0,N,0.0,103,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,AUTUMN CARE OF PORTSMOUTH,Y,N,Y,Y,Portsmouth City,Y,0,Y,0,0,3610 WINCHESTER DR,N,23707,Y,495194,108,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,PORTSMOUTH
Y,N,0,0,N,0.0,139,0,Y,Y,N,,Y,N,Y,0,,0,0,6,Y,Y,Y,0.0,MONROE HEALTH & REHAB CENTER,N,N,Y,Y,Albermarle,Y,1,Y,0,0,1150 NORTHWEST DRIVE,N,22901,Y,495326,180,2,0,0,1,Y,2,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,CHARLOTTESVILLE
,,,,,,,,,Y,,,,,,,,,,,,,,,PETERSBURG HEALTHCARE CENTER,,,,,Petersburg City,N,,,,,287  EAST SOUTH BOULEVARD,,23805,,495144,,,,,,,,VA,,,,,,,,2020/07/26 00:00:00,,PETERSBURG
Y,N,0,0,N,0.0,159,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,VIRGINIA VETERANS CARE CENTER,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,4550 SHENANDOAH AVE N W,N,24017,Y,495274,196,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,ROANOKE
Y,N,0,1,N,0.0,43,0,Y,Y,,,N,N,Y,0,,0,0,5,Y,Y,Y,0.0,THE CULPEPER,Y,N,Y,Y,Culpeper,Y,0,Y,0,0,12425 VILLAGE LOOP,Y,22701,Y,495400,47,23,16,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,CULPEPER
Y,N,0,21,N,0.0,47,7,Y,Y,N,,N,N,Y,0,,0,0,21,Y,Y,Y,0.0,THE CHESAPEAKE,Y,,Y,Y,Newport News City,Y,0,Y,0,0,955 HARPERSVILLE RD,,23601,Y,495397,52,1,1,0,0,Y,7,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,NEWPORT NEWS
Y,Y,0,0,N,0.0,84,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT WAYNESBORO LLC,Y,N,Y,Y,Waynesboro City,Y,0,Y,0,0,1221 ROSSER AVE,N,22980,Y,495147,109,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,WAYNESBORO
Y,Y,0,0,N,0.0,79,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,PULASKI HLTH & REHAB CNTR,Y,N,Y,Y,Pulaski,Y,0,Y,0,0,2401 LEE HIGHWAY,N,24301,Y,495294,102,0,0,0,0,Y,3,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,PULASKI
Y,Y,0,0,N,0.0,90,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,PULASKI HLTH & REHAB CNTR,Y,N,Y,Y,Pulaski,Y,0,Y,0,0,2401 LEE HIGHWAY,N,24301,Y,495294,102,0,0,0,0,Y,8,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,PULASKI
N,N,3,0,N,0.0,69,0,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,14.5,VIRGINIA BAPTIST HOSPITAL DIVISION / GUGGENHEIMER,Y,N,Y,Y,Lynchburg City,Y,0,N,0,0,3300 RIVERMONT AVE,N,24503,Y,495112,130,0,0,0,0,N,0,VA,N,,Y,N,,1,N,2020/06/07 00:00:00,0.0,LYNCHBURG
Y,Y,0,0,N,0.0,74,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,HANOVER HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Hanover,Y,8,Y,0,0,8139 LEE DAVIS ROAD,N,23111,Y,495266,120,1,0,0,9,Y,2,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,MECHANICSVILLE
Y,Y,10,0,N,67.2,119,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,689.1,CHERRYDALE HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Arlington,Y,0,N,8,0,3710 LEE HIGHWAY,N,22207,Y,495121,180,14,0,0,25,Y,13,VA,N,,Y,N,,82,Y,2020/06/28 00:00:00,9.8,ARLINGTON
Y,Y,0,0,N,0.0,49,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,MAPLE GROVE HEALTH CARE CENTER,N,N,Y,Y,Russell,Y,0,Y,0,0,POST OFFICE BOX 2409,N,24266,Y,495365,60,0,0,0,0,Y,6,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,LEBANON
Y,N,0,0,N,0.0,57,2,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL - BROOKNEAL,N,N,N,Y,Campbell,Y,0,Y,0,0,633 COOK AVENUE,N,24528,Y,495242,60,0,0,0,0,Y,8,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,BROOKNEAL
Y,N,6,0,Y,12.7,79,0,Y,Y,N,,N,N,Y,1,,0,0,0,Y,Y,Y,38.0,SENTARA MEADOWVIEW TERRACE,Y,N,Y,Y,Mecklenburg,Y,0,Y,1,0,184 BUFFALO ROAD,N,23927,Y,495379,168,2,0,1,1,Y,2,VA,Y,,Y,Y,,3,Y,2020/07/19 00:00:00,33.3,CLARKSVILLE
Y,N,0,0,N,0.0,165,0,Y,Y,N,,N,N,Y,1,,0,0,0,Y,Y,Y,6.1,BLUE RIDGE THERAPY CONNECTION,Y,Y,Y,Y,Patrick,Y,0,Y,0,0,105 LANDMARK DRIVE,Y,24171,Y,495306,175,4,4,0,0,Y,0,VA,N,,Y,N,,1,Y,2020/07/26 00:00:00,0.0,STUART
Y,N,0,0,N,0.0,127,3,Y,Y,N,,Y,N,Y,0,,0,0,26,Y,Y,Y,0.0,WALTER REED CONVALESCENT AND REHABILITATION CENTER,Y,N,Y,Y,Gloucester,Y,0,Y,0,0,POST OFFICE BOX 887,N,23061,Y,495276,181,29,1,0,1,Y,8,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,GLOUCESTER
N,N,0,0,N,0.0,68,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF LAWRENCEVILLE, LLC",Y,,Y,Y,Brunswick,Y,0,Y,0,0,1722 LAWRENCEVILLE PLANK ROAD,,23868,Y,495192,77,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,LAWRENCEVILLE
