"﻿Report Date","VDH Health Region","Percent of CLI Visits","Count of CLI Visits","Geography Name","Facility Type","Week End Date","Geography Type"
7/20/2020,"Northern Region",21,112,Alexandria,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northern Region",24,120,Alexandria,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northern Region",24,112,Alexandria,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northern Region",20,99,Alexandria,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northern Region",18,90,Alexandria,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northern Region",16,95,Alexandria,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northern Region",14,103,Alexandria,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northern Region",10,89,Alexandria,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northern Region",5,44,Alexandria,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",28,279,Hampton,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",34,365,Hampton,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",27,254,Hampton,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",28,234,Hampton,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",20,145,Hampton,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",18,139,Hampton,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",16,111,Hampton,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",21,153,Hampton,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",17,115,Hampton,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",15,98,Hampton,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",17,106,Hampton,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",13,79,Hampton,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",8,42,Hampton,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",3,14,Hampton,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",3,16,Hampton,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",4,17,Hampton,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",6,32,Hampton,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",8,67,Hampton,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",8,102,Hampton,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,73,Hampton,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",10,112,Hampton,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",6,77,Hampton,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",4,45,Hampton,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",3,33,Hampton,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",3,29,Hampton,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",3,24,Hampton,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",3,28,Hampton,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",4,32,Hampton,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",3,26,Hampton,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",3,27,Hampton,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",3,26,Hampton,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",3,20,Hampton,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",6,43,Hampton,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",8,50,Hampton,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",7,53,Hampton,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",11,84,Hampton,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",9,79,Hampton,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",10,121,Hampton,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",6,93,Hampton,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,85,Hampton,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",22,76,"Western Tidewater","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",21,73,"Western Tidewater","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",23,76,"Western Tidewater","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",11,25,"Western Tidewater","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",14,35,"Western Tidewater","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",16,40,"Western Tidewater","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",19,48,"Western Tidewater","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",16,38,"Western Tidewater","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",21,52,"Western Tidewater","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",10,21,"Western Tidewater","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",16,34,"Western Tidewater","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",12,19,"Western Tidewater","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",6,9,"Western Tidewater","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",5,8,"Western Tidewater","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",4,5,"Western Tidewater","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",4,6,"Western Tidewater","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",6,12,"Western Tidewater","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",9,22,"Western Tidewater","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",8,27,"Western Tidewater","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",8,32,"Western Tidewater","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",7,121,"Western Tidewater","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",7,119,"Western Tidewater","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",7,98,"Western Tidewater","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",2,35,"Western Tidewater","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",4,45,"Western Tidewater","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",4,50,"Western Tidewater","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",4,50,"Western Tidewater","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",3,41,"Western Tidewater","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",5,52,"Western Tidewater","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",5,54,"Western Tidewater","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",5,57,"Western Tidewater","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",9,92,"Western Tidewater","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",9,83,"Western Tidewater","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",9,90,"Western Tidewater","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",8,80,"Western Tidewater","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",12,123,"Western Tidewater","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",8,95,"Western Tidewater","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",9,115,"Western Tidewater","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",6,99,"Western Tidewater","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",5,85,"Western Tidewater","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northern Region",38,848,"Prince William","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northern Region",36,791,"Prince William","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northern Region",37,782,"Prince William","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northern Region",42,833,"Prince William","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northern Region",44,902,"Prince William","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northern Region",43,888,"Prince William","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northern Region",47,965,"Prince William","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northern Region",52,1118,"Prince William","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northern Region",48,872,"Prince William","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northern Region",43,648,"Prince William","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northern Region",38,537,"Prince William","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northern Region",29,352,"Prince William","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northern Region",18,172,"Prince William","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northern Region",9,75,"Prince William","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northern Region",10,87,"Prince William","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northern Region",7,65,"Prince William","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northern Region",8,83,"Prince William","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northern Region",9,134,"Prince William","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northern Region",7,162,"Prince William","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northern Region",7,163,"Prince William","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northern Region",6,146,"Prince William","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northern Region",5,132,"Prince William","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northern Region",6,141,"Prince William","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northern Region",6,139,"Prince William","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northern Region",6,133,"Prince William","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northern Region",7,153,"Prince William","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northern Region",8,169,"Prince William","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northern Region",10,225,"Prince William","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northern Region",15,303,"Prince William","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northern Region",16,323,"Prince William","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northern Region",18,404,"Prince William","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northern Region",17,364,"Prince William","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northern Region",16,307,"Prince William","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northern Region",16,291,"Prince William","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northern Region",15,265,"Prince William","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northern Region",13,239,"Prince William","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northern Region",13,278,"Prince William","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northern Region",11,314,"Prince William","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northern Region",8,284,"Prince William","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northern Region",5,176,"Prince William","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",31,340,Richmond,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",30,336,Richmond,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",28,289,Richmond,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",31,288,Richmond,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",31,318,Richmond,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",29,273,Richmond,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",31,297,Richmond,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",33,295,Richmond,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",33,299,Richmond,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",33,271,Richmond,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",22,171,Richmond,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",19,117,Richmond,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",22,126,Richmond,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",8,38,Richmond,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",3,15,Richmond,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",2,9,Richmond,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",6,31,Richmond,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",5,40,Richmond,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",6,59,Richmond,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",5,55,Richmond,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",7,132,Richmond,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",8,164,Richmond,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",7,122,Richmond,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",8,149,Richmond,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",7,121,Richmond,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",7,118,Richmond,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",9,141,Richmond,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",12,186,Richmond,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",10,153,Richmond,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",10,148,Richmond,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",9,132,Richmond,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",8,112,Richmond,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",6,76,Richmond,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",8,95,Richmond,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",9,108,Richmond,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",9,123,Richmond,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",10,165,Richmond,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",10,202,Richmond,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",6,156,Richmond,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",4,101,Richmond,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",27,223,Crater,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",27,227,Crater,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",27,197,Crater,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",30,224,Crater,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",31,233,Crater,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",27,200,Crater,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",33,235,Crater,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",35,246,Crater,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",29,176,Crater,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",21,115,Crater,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",13,61,Crater,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",9,41,Crater,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",13,53,Crater,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",6,20,Crater,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",5,18,Crater,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",4,16,Crater,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",5,21,Crater,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",7,40,Crater,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",8,71,Crater,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",6,47,Crater,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",6,125,Crater,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",7,160,Crater,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",6,111,Crater,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",7,139,Crater,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",6,122,Crater,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",6,115,Crater,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",7,123,Crater,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",7,120,Crater,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",7,118,Crater,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",7,108,Crater,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",8,128,Crater,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",10,147,Crater,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",8,122,Crater,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",9,121,Crater,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",10,145,Crater,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",11,165,Crater,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",11,192,Crater,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",11,251,Crater,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",7,208,Crater,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",5,156,Crater,"Emergency Department",3/7/2020,"Health District"
7/20/2020,All,7,3905,Virginia,"Emergency Department",7/11/2020,State
7/20/2020,All,8,3687,Virginia,"Emergency Department",5/23/2020,State
7/20/2020,All,5,2691,Virginia,"Emergency Department",6/27/2020,State
7/20/2020,All,9,3911,Virginia,"Emergency Department",5/9/2020,State
7/20/2020,All,9,3626,Virginia,"Emergency Department",4/25/2020,State
7/20/2020,All,23,6310,Virginia,"Urgent Care",7/4/2020,State
7/20/2020,All,23,4356,Virginia,"Urgent Care",5/16/2020,State
7/20/2020,All,15,2364,Virginia,"Urgent Care",5/2/2020,State
7/20/2020,All,23,5769,Virginia,"Urgent Care",6/20/2020,State
7/20/2020,All,25,7459,Virginia,"Urgent Care",7/18/2020,State
7/20/2020,All,5,3695,Virginia,"Emergency Department",3/7/2020,State
7/20/2020,All,7,890,Virginia,"Urgent Care",4/18/2020,State
7/20/2020,All,11,4182,Virginia,"Emergency Department",4/4/2020,State
7/20/2020,All,11,6297,Virginia,"Emergency Department",3/21/2020,State
7/20/2020,All,27,5871,Virginia,"Urgent Care",5/30/2020,State
7/20/2020,All,6,2852,Virginia,"Emergency Department",6/6/2020,State
7/20/2020,All,7,2569,Virginia,"Urgent Care",3/14/2020,State
7/20/2020,All,7,1151,Virginia,"Urgent Care",3/28/2020,State
7/20/2020,All,5,2462,Virginia,"Emergency Department",6/20/2020,State
7/20/2020,All,6,808,Virginia,"Urgent Care",4/11/2020,State
7/20/2020,All,9,3431,Virginia,"Emergency Department",4/18/2020,State
7/20/2020,All,23,5470,Virginia,"Urgent Care",6/13/2020,State
7/20/2020,All,24,6013,Virginia,"Urgent Care",6/27/2020,State
7/20/2020,All,19,3242,Virginia,"Urgent Care",5/9/2020,State
7/20/2020,All,7,4995,Virginia,"Emergency Department",3/14/2020,State
7/20/2020,All,25,7429,Virginia,"Urgent Care",7/11/2020,State
7/20/2020,All,12,1709,Virginia,"Urgent Care",4/25/2020,State
7/20/2020,All,8,3497,Virginia,"Emergency Department",5/16/2020,State
7/20/2020,All,7,4106,Virginia,"Emergency Department",7/18/2020,State
7/20/2020,All,9,3814,Virginia,"Emergency Department",5/2/2020,State
7/20/2020,All,7,2508,Virginia,"Urgent Care",3/7/2020,State
7/20/2020,All,6,3164,Virginia,"Emergency Department",7/4/2020,State
7/20/2020,All,8,1769,Virginia,"Urgent Care",3/21/2020,State
7/20/2020,All,25,5573,Virginia,"Urgent Care",6/6/2020,State
7/20/2020,All,6,810,Virginia,"Urgent Care",4/4/2020,State
7/20/2020,All,11,4955,Virginia,"Emergency Department",3/28/2020,State
7/20/2020,All,7,3210,Virginia,"Emergency Department",5/30/2020,State
7/20/2020,All,11,3821,Virginia,"Emergency Department",4/11/2020,State
7/20/2020,All,5,2471,Virginia,"Emergency Department",6/13/2020,State
7/20/2020,All,26,5418,Virginia,"Urgent Care",5/23/2020,State
