"Report Date","Geography Type","Geography Name",FacilityTypeGroup,"Number of Outbreaks","Number of Outbreak Associated Cases","Number of Outbreak Associated Deaths"
05/10/2020,"Health District",Chickahominy,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Chickahominy,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Chickahominy,"Healthcare Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Chickahominy,"Long Term Care Facilities",4,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Chickahominy,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Crater,"All Outbreaks",4,72,"Not provided at this time"
05/10/2020,"Health District",Crater,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Crater,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Crater,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Crater,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Crater,"Long Term Care Facilities",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Crater,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau","All Outbreaks",1,15,"Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau","Congregate Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau","Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau","Educational Setting",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau","Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau","Long Term Care Facilities",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Cumberland Plateau",Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Eastern Shore","All Outbreaks",8,386,"Not provided at this time"
05/10/2020,"Health District","Eastern Shore","Congregate Setting",5,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Eastern Shore","Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Eastern Shore","Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Eastern Shore","Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Eastern Shore","Long Term Care Facilities",3,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Eastern Shore",Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Fairfax,"All Outbreaks",45,858,"Not provided at this time"
05/10/2020,"Health District",Fairfax,"Congregate Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Fairfax,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Fairfax,"Educational Setting",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Fairfax,"Healthcare Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Fairfax,"Long Term Care Facilities",41,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Fairfax,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Hampton,"All Outbreaks",3,42,"Not provided at this time"
05/10/2020,"Health District",Hampton,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Hampton,"Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Hampton,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Hampton,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Hampton,"Long Term Care Facilities",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Hampton,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Henrico,"All Outbreaks",15,462,"Not provided at this time"
05/10/2020,"Health District",Henrico,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Henrico,"Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Henrico,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Henrico,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Henrico,"Long Term Care Facilities",13,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Henrico,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Lenowisco,"All Outbreaks",2,24,"Not provided at this time"
05/10/2020,"Health District",Lenowisco,"Congregate Setting",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Lenowisco,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Lenowisco,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Lenowisco,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Lenowisco,"Long Term Care Facilities",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Lenowisco,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Lord Fairfax","All Outbreaks",13,262,"Not provided at this time"
05/10/2020,"Health District","Lord Fairfax","Congregate Setting",5,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Lord Fairfax","Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Lord Fairfax","Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Lord Fairfax","Healthcare Setting",3,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Lord Fairfax","Long Term Care Facilities",5,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Lord Fairfax",Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Loudoun,"All Outbreaks",12,177,"Not provided at this time"
05/10/2020,"Health District",Loudoun,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Loudoun,"Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Loudoun,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Loudoun,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Loudoun,"Long Term Care Facilities",10,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Loudoun,Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Mount Rogers","All Outbreaks",5,20,"Not provided at this time"
05/10/2020,"Health District","Mount Rogers","Congregate Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Mount Rogers","Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Mount Rogers","Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Mount Rogers","Healthcare Setting",2,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Mount Rogers","Long Term Care Facilities",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","Mount Rogers",Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","New River","All Outbreaks",1,13,"Not provided at this time"
05/10/2020,"Health District","New River","Congregate Setting",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","New River","Correctional Facility",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","New River","Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","New River","Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","New River","Long Term Care Facilities",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District","New River",Other,0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Norfolk,"All Outbreaks",2,61,"Not provided at this time"
05/10/2020,"Health District",Norfolk,"Congregate Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Norfolk,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Norfolk,"Educational Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Norfolk,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
05/10/2020,"Health District",Norfolk,"Long Term Care Facilities",1,"Not provided at this time","Not provided at this time"
