"Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
06/30/2020,"New River",233,22,5
06/30/2020,Norfolk,915,105,9
06/30/2020,Peninsula,980,126,34
06/30/2020,Piedmont,1011,86,10
06/30/2020,Pittsylvania-Danville,208,41,3
06/30/2020,Portsmouth,482,68,16
06/30/2020,"Prince William",9113,799,166
06/30/2020,Rappahannock,2452,221,42
06/30/2020,"Rappahannock Rapidan",1440,108,20
06/30/2020,Richmond,2209,220,30
06/30/2020,Roanoke,439,14,9
06/30/2020,Southside,396,48,28
06/30/2020,"Thomas Jefferson",926,88,20
06/30/2020,"Three Rivers",647,50,9
06/30/2020,"Virginia Beach",1176,118,29
06/30/2020,"West Piedmont",472,40,7
06/30/2020,"Western Tidewater",800,83,48
07/01/2020,Alexandria,2325,237,57
07/01/2020,Alleghany,490,31,15
07/01/2020,Arlington,2484,418,132
07/01/2020,"Central Shenandoah",2059,165,37
07/01/2020,"Central Virginia",385,16,5
07/01/2020,Chesapeake,925,137,20
07/01/2020,Chesterfield,3140,138,72
07/01/2020,Chickahominy,645,109,37
07/01/2020,Crater,1510,152,32
07/01/2020,"Cumberland Plateau",62,2,0
07/01/2020,"Eastern Shore",1312,112,42
07/01/2020,Fairfax,13986,1640,503
07/01/2020,Hampton,336,41,5
07/01/2020,Henrico,2603,257,146
07/01/2020,Lenowisco,53,17,4
07/01/2020,"Lord Fairfax",2014,175,67
07/01/2020,Loudoun,4047,279,87
07/01/2020,"Mount Rogers",725,74,30
07/01/2020,"New River",238,22,5
07/01/2020,Norfolk,934,107,10
07/01/2020,Peninsula,995,126,34
07/01/2020,Piedmont,1023,87,11
07/01/2020,Pittsylvania-Danville,209,41,3
07/01/2020,Portsmouth,497,69,16
07/01/2020,"Prince William",9175,803,168
07/01/2020,Rappahannock,2455,223,43
07/01/2020,"Rappahannock Rapidan",1444,109,21
07/01/2020,Richmond,2213,222,29
07/01/2020,Roanoke,438,14,10
07/01/2020,Southside,402,49,28
07/01/2020,"Thomas Jefferson",938,94,22
07/01/2020,"Three Rivers",648,49,9
07/01/2020,"Virginia Beach",1203,119,29
07/01/2020,"West Piedmont",480,41,7
07/01/2020,"Western Tidewater",810,87,50
07/02/2020,Alexandria,2327,237,57
07/02/2020,Alleghany,500,31,15
07/02/2020,Arlington,2496,421,132
07/02/2020,"Central Shenandoah",2082,171,39
07/02/2020,"Central Virginia",393,16,5
07/02/2020,Chesapeake,959,140,21
07/02/2020,Chesterfield,3166,149,73
07/02/2020,Chickahominy,652,110,37
07/02/2020,Crater,1539,152,33
07/02/2020,"Cumberland Plateau",65,2,0
07/02/2020,"Eastern Shore",1313,112,42
07/02/2020,Fairfax,14010,1658,507
07/02/2020,Hampton,339,41,5
07/02/2020,Henrico,2615,257,152
07/02/2020,Lenowisco,54,17,4
07/02/2020,"Lord Fairfax",2048,178,67
07/02/2020,Loudoun,4083,278,89
07/02/2020,"Mount Rogers",736,74,31
07/02/2020,"New River",243,22,5
07/02/2020,Norfolk,987,108,11
07/02/2020,Peninsula,1005,127,34
07/02/2020,Piedmont,1030,89,12
07/02/2020,Pittsylvania-Danville,212,41,3
07/02/2020,Portsmouth,513,71,18
07/02/2020,"Prince William",9238,811,167
07/02/2020,Rappahannock,2478,225,44
07/02/2020,"Rappahannock Rapidan",1448,109,22
07/02/2020,Richmond,2227,225,30
07/02/2020,Roanoke,436,14,10
07/02/2020,Southside,410,49,30
07/02/2020,"Thomas Jefferson",948,97,23
07/02/2020,"Three Rivers",649,49,9
07/02/2020,"Virginia Beach",1225,121,30
07/02/2020,"West Piedmont",492,43,7
07/02/2020,"Western Tidewater",817,88,52
07/03/2020,Alexandria,2338,238,57
07/03/2020,Alleghany,531,31,15
07/03/2020,Arlington,2500,421,132
07/03/2020,"Central Shenandoah",2111,173,40
07/03/2020,"Central Virginia",418,16,5
07/03/2020,Chesapeake,972,143,21
07/03/2020,Chesterfield,3203,149,73
07/03/2020,Chickahominy,669,111,39
07/03/2020,Crater,1562,154,38
07/03/2020,"Cumberland Plateau",65,2,0
07/03/2020,"Eastern Shore",1313,113,42
07/03/2020,Fairfax,14089,1668,509
07/03/2020,Hampton,354,41,5
07/03/2020,Henrico,2629,258,157
07/03/2020,Lenowisco,55,17,4
07/03/2020,"Lord Fairfax",2060,183,69
07/03/2020,Loudoun,4113,279,91
07/03/2020,"Mount Rogers",743,74,32
07/03/2020,"New River",252,22,5
07/03/2020,Norfolk,1000,111,11
07/03/2020,Peninsula,1019,127,34
07/03/2020,Piedmont,1065,89,13
07/03/2020,Pittsylvania-Danville,223,41,3
07/03/2020,Portsmouth,526,73,18
07/03/2020,"Prince William",9306,820,170
07/03/2020,Rappahannock,2489,226,44
07/03/2020,"Rappahannock Rapidan",1457,109,22
07/03/2020,Richmond,2248,227,30
07/03/2020,Roanoke,465,14,10
07/03/2020,Southside,414,49,30
07/03/2020,"Thomas Jefferson",960,99,25
07/03/2020,"Three Rivers",648,50,9
07/03/2020,"Virginia Beach",1254,121,30
07/03/2020,"West Piedmont",501,45,7
07/03/2020,"Western Tidewater",841,88,55
07/04/2020,Alexandria,2357,239,57
07/04/2020,Alleghany,537,31,15
07/04/2020,Arlington,2519,421,131
07/04/2020,"Central Shenandoah",2130,173,40
07/04/2020,"Central Virginia",430,16,5
07/04/2020,Chesapeake,1003,147,21
07/04/2020,Chesterfield,3201,149,73
07/04/2020,Chickahominy,669,111,39
07/04/2020,Crater,1583,154,38
07/04/2020,"Cumberland Plateau",66,2,0
07/04/2020,"Eastern Shore",1314,113,42
07/04/2020,Fairfax,14197,1674,510
07/04/2020,Hampton,360,41,5
07/04/2020,Henrico,2663,261,158
07/04/2020,Lenowisco,56,17,4
07/04/2020,"Lord Fairfax",2068,183,71
07/04/2020,Loudoun,4175,279,91
07/04/2020,"Mount Rogers",749,74,32
07/04/2020,"New River",255,22,5
07/04/2020,Norfolk,1067,113,12
07/04/2020,Peninsula,1054,127,34
07/04/2020,Piedmont,1065,89,13
07/04/2020,Pittsylvania-Danville,227,42,3
07/04/2020,Portsmouth,539,73,18
07/04/2020,"Prince William",9354,822,171
07/04/2020,Rappahannock,2518,227,44
07/04/2020,"Rappahannock Rapidan",1466,109,22
07/04/2020,Richmond,2262,226,29
07/04/2020,Roanoke,476,14,10
07/04/2020,Southside,420,50,30
07/04/2020,"Thomas Jefferson",1025,99,25
07/04/2020,"Three Rivers",649,50,9
07/04/2020,"Virginia Beach",1300,123,30
07/04/2020,"West Piedmont",506,45,7
07/04/2020,"Western Tidewater",849,89,55
07/05/2020,Alexandria,2376,239,57
07/05/2020,Alleghany,543,31,15
07/05/2020,Arlington,2533,421,131
07/05/2020,"Central Shenandoah",2140,173,40
07/05/2020,"Central Virginia",430,16,5
07/05/2020,Chesapeake,1015,147,21
07/05/2020,Chesterfield,3247,149,73
07/05/2020,Chickahominy,675,111,39
07/05/2020,Crater,1590,155,38
07/05/2020,"Cumberland Plateau",68,2,0
07/05/2020,"Eastern Shore",1316,113,42
07/05/2020,Fairfax,14279,1677,511
07/05/2020,Hampton,369,41,5
07/05/2020,Henrico,2681,262,158
07/05/2020,Lenowisco,60,17,4
07/05/2020,"Lord Fairfax",2089,184,74
07/05/2020,Loudoun,4207,278,90
07/05/2020,"Mount Rogers",765,75,32
07/05/2020,"New River",258,22,5
07/05/2020,Norfolk,1072,114,12
07/05/2020,Peninsula,1097,127,34
07/05/2020,Piedmont,1065,89,13
07/05/2020,Pittsylvania-Danville,236,43,3
07/05/2020,Portsmouth,549,73,18
07/05/2020,"Prince William",9465,823,171
07/05/2020,Rappahannock,2531,228,44
07/05/2020,"Rappahannock Rapidan",1484,109,22
07/05/2020,Richmond,2276,228,29
07/05/2020,Roanoke,479,14,10
07/05/2020,Southside,423,50,30
07/05/2020,"Thomas Jefferson",1040,99,25
07/05/2020,"Three Rivers",661,50,9
07/05/2020,"Virginia Beach",1350,123,30
07/05/2020,"West Piedmont",518,45,7
07/05/2020,"Western Tidewater",861,90,56
07/06/2020,Alexandria,2380,240,57
07/06/2020,Alleghany,555,31,15
07/06/2020,Arlington,2533,421,131
07/06/2020,"Central Shenandoah",2142,172,40
07/06/2020,"Central Virginia",436,16,5
07/06/2020,Chesapeake,1026,147,21
07/06/2020,Chesterfield,3260,149,73
07/06/2020,Chickahominy,677,111,39
07/06/2020,Crater,1612,158,38
07/06/2020,"Cumberland Plateau",69,2,0
07/06/2020,"Eastern Shore",1316,113,42
07/06/2020,Fairfax,14331,1679,510
07/06/2020,Hampton,376,41,5
07/06/2020,Henrico,2685,264,159
07/06/2020,Lenowisco,63,17,4
07/06/2020,"Lord Fairfax",2093,184,74
07/06/2020,Loudoun,4216,278,90
07/06/2020,"Mount Rogers",773,75,32
07/06/2020,"New River",264,22,5
07/06/2020,Norfolk,1105,115,12
07/06/2020,Peninsula,1113,127,34
07/06/2020,Piedmont,1073,89,13
07/06/2020,Pittsylvania-Danville,236,43,3
07/06/2020,Portsmouth,549,73,18
07/06/2020,"Prince William",9479,825,171
07/06/2020,Rappahannock,2534,230,44
07/06/2020,"Rappahannock Rapidan",1493,111,22
07/06/2020,Richmond,2288,228,29
07/06/2020,Roanoke,492,14,10
07/06/2020,Southside,427,50,30
07/06/2020,"Thomas Jefferson",1052,101,25
07/06/2020,"Three Rivers",661,50,9
07/06/2020,"Virginia Beach",1392,123,30
07/06/2020,"West Piedmont",532,45,7
07/06/2020,"Western Tidewater",869,91,56
07/07/2020,Alexandria,2399,241,57
07/07/2020,Alleghany,572,31,15
07/07/2020,Arlington,2550,422,131
07/07/2020,"Central Shenandoah",2166,172,41
07/07/2020,"Central Virginia",444,16,6
07/07/2020,Chesapeake,1046,154,22
07/07/2020,Chesterfield,3296,159,76
07/07/2020,Chickahominy,683,110,41
07/07/2020,Crater,1640,161,40
07/07/2020,"Cumberland Plateau",75,2,0
07/07/2020,"Eastern Shore",1314,113,42
07/07/2020,Fairfax,14317,1698,510
07/07/2020,Hampton,390,41,5
07/07/2020,Henrico,2708,265,163
07/07/2020,Lenowisco,63,17,4
07/07/2020,"Lord Fairfax",2106,186,74
07/07/2020,Loudoun,4252,280,93
07/07/2020,"Mount Rogers",781,75,33
07/07/2020,"New River",268,22,5
07/07/2020,Norfolk,1162,116,12
07/07/2020,Peninsula,1144,127,34
07/07/2020,Piedmont,1076,90,14
07/07/2020,Pittsylvania-Danville,238,43,3
07/07/2020,Portsmouth,572,75,18
07/07/2020,"Prince William",9543,844,172
07/07/2020,Rappahannock,2559,232,44
07/07/2020,"Rappahannock Rapidan",1509,113,23
07/07/2020,Richmond,2301,228,29
07/07/2020,Roanoke,502,14,10
07/07/2020,Southside,433,51,30
07/07/2020,"Thomas Jefferson",1063,101,29
07/07/2020,"Three Rivers",670,52,10
07/07/2020,"Virginia Beach",1455,124,30
07/07/2020,"West Piedmont",551,46,8
07/07/2020,"Western Tidewater",892,91,57
07/08/2020,Alexandria,2408,242,57
07/08/2020,Alleghany,580,31,15
07/08/2020,Arlington,2558,422,132
07/08/2020,"Central Shenandoah",2194,176,41
07/08/2020,"Central Virginia",445,16,6
07/08/2020,Chesapeake,1088,155,22
07/08/2020,Chesterfield,3315,161,79
07/08/2020,Chickahominy,687,110,41
07/08/2020,Crater,1656,163,44
07/08/2020,"Cumberland Plateau",79,2,0
07/08/2020,"Eastern Shore",1314,113,42
07/08/2020,Fairfax,14379,1713,510
07/08/2020,Hampton,409,41,5
07/08/2020,Henrico,2721,264,165
07/08/2020,Lenowisco,63,17,4
07/08/2020,"Lord Fairfax",2118,188,74
07/08/2020,Loudoun,4282,283,98
07/08/2020,"Mount Rogers",790,76,33
07/08/2020,"New River",271,22,6
07/08/2020,Norfolk,1194,119,14
07/08/2020,Peninsula,1178,127,35
07/08/2020,Piedmont,1084,95,15
07/08/2020,Pittsylvania-Danville,247,43,3
07/08/2020,Portsmouth,593,79,18
07/08/2020,"Prince William",9577,847,175
07/08/2020,Rappahannock,2575,237,44
07/08/2020,"Rappahannock Rapidan",1517,114,23
07/08/2020,Richmond,2321,230,29
07/08/2020,Roanoke,525,14,10
07/08/2020,Southside,437,52,31
07/08/2020,"Thomas Jefferson",1095,101,29
07/08/2020,"Three Rivers",669,54,10
07/08/2020,"Virginia Beach",1520,128,30
07/08/2020,"West Piedmont",568,49,8
07/08/2020,"Western Tidewater",918,93,57
07/09/2020,Alexandria,2419,244,57
07/09/2020,Alleghany,588,31,15
07/09/2020,Arlington,2567,423,132
07/09/2020,"Central Shenandoah",2201,176,42
07/09/2020,"Central Virginia",447,16,6
07/09/2020,Chesapeake,1117,155,22
07/09/2020,Chesterfield,3345,167,83
07/09/2020,Chickahominy,691,112,41
07/09/2020,Crater,1661,164,48
07/09/2020,"Cumberland Plateau",81,2,0
07/09/2020,"Eastern Shore",1314,113,42
07/09/2020,Fairfax,14409,1717,511
07/09/2020,Hampton,424,40,4
07/09/2020,Henrico,2725,265,169
07/09/2020,Lenowisco,64,17,4
07/09/2020,"Lord Fairfax",2128,188,74
07/09/2020,Loudoun,4319,286,99
07/09/2020,"Mount Rogers",797,77,35
07/09/2020,"New River",274,23,6
07/09/2020,Norfolk,1289,120,14
07/09/2020,Peninsula,1220,128,35
07/09/2020,Piedmont,1100,97,17
07/09/2020,Pittsylvania-Danville,248,43,3
07/09/2020,Portsmouth,605,82,18
07/09/2020,"Prince William",9602,847,179
07/09/2020,Rappahannock,2596,241,45
07/09/2020,"Rappahannock Rapidan",1529,114,24
07/09/2020,Richmond,2333,236,33
07/09/2020,Roanoke,542,14,10
07/09/2020,Southside,441,53,31
07/09/2020,"Thomas Jefferson",1123,101,29
07/09/2020,"Three Rivers",707,55,10
07/09/2020,"Virginia Beach",1547,130,30
07/09/2020,"West Piedmont",588,53,8
07/09/2020,"Western Tidewater",947,95,61
07/10/2020,Alexandria,2439,247,57
07/10/2020,Alleghany,600,31,15
07/10/2020,Arlington,2582,425,133
07/10/2020,"Central Shenandoah",2225,177,42
07/10/2020,"Central Virginia",461,16,6
07/10/2020,Chesapeake,1162,156,22
07/10/2020,Chesterfield,3374,170,84
07/10/2020,Chickahominy,700,113,41
07/10/2020,Crater,1671,165,49
07/10/2020,"Cumberland Plateau",86,4,0
07/10/2020,"Eastern Shore",1315,113,42
07/10/2020,Fairfax,14479,1718,513
07/10/2020,Hampton,454,40,4
07/10/2020,Henrico,2784,268,172
07/10/2020,Lenowisco,68,17,4
07/10/2020,"Lord Fairfax",2136,189,75
07/10/2020,Loudoun,4349,288,99
07/10/2020,"Mount Rogers",807,77,35
07/10/2020,"New River",282,23,6
07/10/2020,Norfolk,1360,123,15
07/10/2020,Peninsula,1253,128,35
07/10/2020,Piedmont,1110,103,18
07/10/2020,Pittsylvania-Danville,252,43,4
07/10/2020,Portsmouth,627,83,18
07/10/2020,"Prince William",9669,848,180
07/10/2020,Rappahannock,2628,244,45
07/10/2020,"Rappahannock Rapidan",1547,116,24
07/10/2020,Richmond,2361,237,35
07/10/2020,Roanoke,552,14,10
07/10/2020,Southside,452,54,31
07/10/2020,"Thomas Jefferson",1144,102,29
07/10/2020,"Three Rivers",760,58,13
07/10/2020,"Virginia Beach",1663,133,30
07/10/2020,"West Piedmont",599,56,8
07/10/2020,"Western Tidewater",980,96,64
07/11/2020,Alexandria,2453,248,57
07/11/2020,Alleghany,604,31,15
07/11/2020,Arlington,2597,425,134
07/11/2020,"Central Shenandoah",2249,178,42
07/11/2020,"Central Virginia",493,16,6
07/11/2020,Chesapeake,1204,157,22
07/11/2020,Chesterfield,3416,173,84
07/11/2020,Chickahominy,707,114,41
07/11/2020,Crater,1691,166,49
07/11/2020,"Cumberland Plateau",91,3,0
07/11/2020,"Eastern Shore",1316,113,42
07/11/2020,Fairfax,14528,1723,512
07/11/2020,Hampton,469,40,4
07/11/2020,Henrico,2822,268,173
07/11/2020,Lenowisco,70,17,4
07/11/2020,"Lord Fairfax",2158,189,75
07/11/2020,Loudoun,4373,289,99
07/11/2020,"Mount Rogers",818,78,35
07/11/2020,"New River",287,23,6
07/11/2020,Norfolk,1448,125,15
07/11/2020,Peninsula,1276,129,35
07/11/2020,Piedmont,1117,107,18
07/11/2020,Pittsylvania-Danville,272,43,4
07/11/2020,Portsmouth,662,86,19
07/11/2020,"Prince William",9708,850,181
07/11/2020,Rappahannock,2651,245,45
07/11/2020,"Rappahannock Rapidan",1566,117,25
07/11/2020,Richmond,2386,237,35
07/11/2020,Roanoke,557,14,10
07/11/2020,Southside,464,55,31
07/11/2020,"Thomas Jefferson",1173,103,29
07/11/2020,"Three Rivers",781,58,13
07/11/2020,"Virginia Beach",1759,134,30
07/11/2020,"West Piedmont",616,57,8
07/11/2020,"Western Tidewater",1000,96,64
07/12/2020,Alexandria,2455,249,57
07/12/2020,Alleghany,640,31,15
07/12/2020,Arlington,2615,425,134
07/12/2020,"Central Shenandoah",2264,178,42
07/12/2020,"Central Virginia",505,16,6
07/12/2020,Chesapeake,1253,157,22
07/12/2020,Chesterfield,3438,174,84
07/12/2020,Chickahominy,720,115,41
07/12/2020,Crater,1703,166,49
07/12/2020,"Cumberland Plateau",96,5,0
07/12/2020,"Eastern Shore",1316,113,42
07/12/2020,Fairfax,14607,1728,514
07/12/2020,Hampton,488,40,4
07/12/2020,Henrico,2860,269,173
07/12/2020,Lenowisco,78,17,4
07/12/2020,"Lord Fairfax",2187,189,75
07/12/2020,Loudoun,4407,289,99
07/12/2020,"Mount Rogers",834,79,35
07/12/2020,"New River",296,23,6
07/12/2020,Norfolk,1548,128,16
07/12/2020,Peninsula,1318,129,35
07/12/2020,Piedmont,1120,107,18
07/12/2020,Pittsylvania-Danville,306,46,4
07/12/2020,Portsmouth,686,86,19
07/12/2020,"Prince William",9752,859,182
07/12/2020,Rappahannock,2666,245,45
07/12/2020,"Rappahannock Rapidan",1584,118,25
07/12/2020,Richmond,2415,237,35
07/12/2020,Roanoke,582,15,10
07/12/2020,Southside,470,57,31
07/12/2020,"Thomas Jefferson",1208,104,29
07/12/2020,"Three Rivers",782,58,13
07/12/2020,"Virginia Beach",1821,139,30
07/12/2020,"West Piedmont",616,57,8
07/12/2020,"Western Tidewater",1034,96,64
07/13/2020,Alexandria,2456,249,57
07/13/2020,Alleghany,646,31,15
07/13/2020,Arlington,2626,422,134
07/13/2020,"Central Shenandoah",2300,180,42
07/13/2020,"Central Virginia",515,16,6
07/13/2020,Chesapeake,1326,157,22
07/13/2020,Chesterfield,3466,174,84
07/13/2020,Chickahominy,729,115,41
07/13/2020,Crater,1725,168,49
07/13/2020,"Cumberland Plateau",101,5,0
07/13/2020,"Eastern Shore",1315,113,42
07/13/2020,Fairfax,14682,1729,514
07/13/2020,Hampton,544,40,4
07/13/2020,Henrico,2891,270,173
07/13/2020,Lenowisco,80,17,4
07/13/2020,"Lord Fairfax",2200,190,75
07/13/2020,Loudoun,4431,289,99
07/13/2020,"Mount Rogers",840,80,35
07/13/2020,"New River",309,23,6
07/13/2020,Norfolk,1588,129,16
07/13/2020,Peninsula,1448,131,35
07/13/2020,Piedmont,1126,107,18
07/13/2020,Pittsylvania-Danville,311,46,4
07/13/2020,Portsmouth,714,86,19
07/13/2020,"Prince William",9802,859,182
07/13/2020,Rappahannock,2680,248,45
07/13/2020,"Rappahannock Rapidan",1595,120,25
07/13/2020,Richmond,2432,238,35
07/13/2020,Roanoke,588,15,10
07/13/2020,Southside,487,57,31
07/13/2020,"Thomas Jefferson",1236,106,29
07/13/2020,"Three Rivers",799,59,13
07/13/2020,"Virginia Beach",1978,140,32
07/13/2020,"West Piedmont",616,57,8
07/13/2020,"Western Tidewater",1060,99,64
07/14/2020,Alexandria,2465,250,57
07/14/2020,Alleghany,668,32,15
07/14/2020,Arlington,2660,422,134
07/14/2020,"Central Shenandoah",2310,182,45
07/14/2020,"Central Virginia",521,16,6
07/14/2020,Chesapeake,1379,159,23
07/14/2020,Chesterfield,3536,176,86
07/14/2020,Chickahominy,734,115,41
07/14/2020,Crater,1738,170,49
07/14/2020,"Cumberland Plateau",111,6,0
07/14/2020,"Eastern Shore",1319,113,42
07/14/2020,Fairfax,14701,1739,514
07/14/2020,Hampton,568,42,4
07/14/2020,Henrico,2925,270,173
07/14/2020,Lenowisco,89,18,4
07/14/2020,"Lord Fairfax",2209,191,75
07/14/2020,Loudoun,4458,296,99
07/14/2020,"Mount Rogers",848,82,36
07/14/2020,"New River",315,23,6
07/14/2020,Norfolk,1606,132,16
07/14/2020,Peninsula,1518,131,35
07/14/2020,Piedmont,1133,109,18
07/14/2020,Pittsylvania-Danville,313,46,4
07/14/2020,Portsmouth,761,88,19
07/14/2020,"Prince William",9845,864,182
07/14/2020,Rappahannock,2699,250,46
07/14/2020,"Rappahannock Rapidan",1606,123,25
07/14/2020,Richmond,2457,240,36
07/14/2020,Roanoke,611,15,10
07/14/2020,Southside,495,57,31
07/14/2020,"Thomas Jefferson",1277,105,29
07/14/2020,"Three Rivers",816,57,12
07/14/2020,"Virginia Beach",1993,140,32
07/14/2020,"West Piedmont",646,59,8
07/14/2020,"Western Tidewater",1113,99,65
07/15/2020,Alexandria,2486,253,57
07/15/2020,Alleghany,670,32,15
07/15/2020,Arlington,2677,422,134
07/15/2020,"Central Shenandoah",2343,184,46
07/15/2020,"Central Virginia",535,16,6
07/15/2020,Chesapeake,1441,160,23
07/15/2020,Chesterfield,3587,177,86
07/15/2020,Chickahominy,744,114,40
07/15/2020,Crater,1768,175,50
07/15/2020,"Cumberland Plateau",115,6,0
07/15/2020,"Eastern Shore",1320,113,42
07/15/2020,Fairfax,14781,1769,516
07/15/2020,Hampton,592,42,4
07/15/2020,Henrico,2947,273,175
07/15/2020,Lenowisco,95,19,4
07/15/2020,"Lord Fairfax",2233,194,77
07/15/2020,Loudoun,4519,301,101
07/15/2020,"Mount Rogers",865,83,36
07/15/2020,"New River",317,23,6
07/15/2020,Norfolk,1742,133,18
07/15/2020,Peninsula,1578,134,35
07/15/2020,Piedmont,1146,110,18
07/15/2020,Pittsylvania-Danville,335,46,4
07/15/2020,Portsmouth,794,89,19
07/15/2020,"Prince William",9907,869,185
07/15/2020,Rappahannock,2719,252,46
07/15/2020,"Rappahannock Rapidan",1618,123,25
07/15/2020,Richmond,2473,245,36
07/15/2020,Roanoke,612,15,10
07/15/2020,Southside,499,58,31
07/15/2020,"Thomas Jefferson",1298,109,29
07/15/2020,"Three Rivers",824,58,11
07/15/2020,"Virginia Beach",2137,142,34
07/15/2020,"West Piedmont",671,64,8
07/15/2020,"Western Tidewater",1139,102,65
07/16/2020,Alexandria,2507,253,56
07/16/2020,Alleghany,689,37,15
07/16/2020,Arlington,2691,426,134
07/16/2020,"Central Shenandoah",2358,189,46
07/16/2020,"Central Virginia",542,17,6
07/16/2020,Chesapeake,1509,161,24
07/16/2020,Chesterfield,3622,194,87
07/16/2020,Chickahominy,757,114,40
07/16/2020,Crater,1790,181,50
07/16/2020,"Cumberland Plateau",121,6,0
07/16/2020,"Eastern Shore",1321,114,42
07/16/2020,Fairfax,14815,1783,523
07/16/2020,Hampton,607,42,4
07/16/2020,Henrico,2964,278,175
07/16/2020,Lenowisco,99,19,5
07/16/2020,"Lord Fairfax",2252,199,79
07/16/2020,Loudoun,4557,308,101
07/16/2020,"Mount Rogers",888,85,36
07/16/2020,"New River",322,24,6
07/16/2020,Norfolk,1888,134,19
07/16/2020,Peninsula,1622,136,35
07/16/2020,Piedmont,1150,112,18
07/16/2020,Pittsylvania-Danville,341,48,4
07/16/2020,Portsmouth,827,95,19
07/16/2020,"Prince William",9941,877,185
07/16/2020,Rappahannock,2749,253,46
07/16/2020,"Rappahannock Rapidan",1626,124,25
07/16/2020,Richmond,2498,249,36
07/16/2020,Roanoke,617,15,10
07/16/2020,Southside,509,58,31
07/16/2020,"Thomas Jefferson",1298,113,29
07/16/2020,"Three Rivers",829,59,11
07/16/2020,"Virginia Beach",2272,142,34
07/16/2020,"West Piedmont",685,72,8
07/16/2020,"Western Tidewater",1168,103,68
07/17/2020,Alexandria,2523,255,56
07/17/2020,Alleghany,694,37,15
07/17/2020,Arlington,2704,427,135
07/17/2020,"Central Shenandoah",2381,189,46
07/17/2020,"Central Virginia",564,17,6
07/17/2020,Chesapeake,1560,163,24
07/17/2020,Chesterfield,3667,198,87
07/17/2020,Chickahominy,772,114,40
07/17/2020,Crater,1805,184,50
07/17/2020,"Cumberland Plateau",125,7,0
07/17/2020,"Eastern Shore",1325,114,42
07/17/2020,Fairfax,14858,1806,522
07/17/2020,Hampton,625,42,4
07/17/2020,Henrico,2987,279,175
07/17/2020,Lenowisco,102,19,5
07/17/2020,"Lord Fairfax",2273,202,80
07/17/2020,Loudoun,4576,315,102
07/17/2020,"Mount Rogers",910,86,36
07/17/2020,"New River",329,24,6
07/17/2020,Norfolk,2020,137,19
07/17/2020,Peninsula,1686,136,35
07/17/2020,Piedmont,1160,113,19
07/17/2020,Pittsylvania-Danville,354,52,4
07/17/2020,Portsmouth,872,96,20
07/17/2020,"Prince William",10013,881,187
07/17/2020,Rappahannock,2776,253,46
07/17/2020,"Rappahannock Rapidan",1653,124,25
07/17/2020,Richmond,2521,250,36
07/17/2020,Roanoke,622,15,10
07/17/2020,Southside,514,59,31
07/17/2020,"Thomas Jefferson",1335,113,29
07/17/2020,"Three Rivers",835,60,11
07/17/2020,"Virginia Beach",2396,142,34
07/17/2020,"West Piedmont",691,74,8
07/17/2020,"Western Tidewater",1205,104,68
07/18/2020,Alexandria,2540,255,56
07/18/2020,Alleghany,694,37,15
07/18/2020,Arlington,2726,427,135
07/18/2020,"Central Shenandoah",2408,191,48
07/18/2020,"Central Virginia",576,17,6
07/18/2020,Chesapeake,1612,164,24
07/18/2020,Chesterfield,3692,206,88
07/18/2020,Chickahominy,776,114,40
07/18/2020,Crater,1826,186,50
07/18/2020,"Cumberland Plateau",130,8,0
07/18/2020,"Eastern Shore",1329,116,43
07/18/2020,Fairfax,14925,1808,522
07/18/2020,Hampton,645,42,4
07/18/2020,Henrico,3005,282,175
07/18/2020,Lenowisco,113,21,5
07/18/2020,"Lord Fairfax",2298,202,80
07/18/2020,Loudoun,4596,317,103
07/18/2020,"Mount Rogers",935,89,36
07/18/2020,"New River",335,25,6
07/18/2020,Norfolk,2134,138,19
07/18/2020,Peninsula,1747,144,38
07/18/2020,Piedmont,1161,114,19
07/18/2020,Pittsylvania-Danville,373,52,4
07/18/2020,Portsmouth,925,96,20
07/18/2020,"Prince William",10095,883,188
07/18/2020,Rappahannock,2806,256,46
07/18/2020,"Rappahannock Rapidan",1673,125,25
07/18/2020,Richmond,2541,250,36
07/18/2020,Roanoke,621,15,10
07/18/2020,Southside,521,60,32
07/18/2020,"Thomas Jefferson",1363,115,29
07/18/2020,"Three Rivers",842,61,11
07/18/2020,"Virginia Beach",2464,144,36
07/18/2020,"West Piedmont",699,78,8
07/18/2020,"Western Tidewater",1247,109,68
07/19/2020,Alexandria,2547,255,56
07/19/2020,Alleghany,704,37,15
07/19/2020,Arlington,2733,430,135
07/19/2020,"Central Shenandoah",2410,190,48
07/19/2020,"Central Virginia",595,17,6
07/19/2020,Chesapeake,1685,164,24
07/19/2020,Chesterfield,3713,206,88
07/19/2020,Chickahominy,784,115,40
07/19/2020,Crater,1849,188,50
07/19/2020,"Cumberland Plateau",135,9,0
07/19/2020,"Eastern Shore",1330,116,43
07/19/2020,Fairfax,15005,1810,522
07/19/2020,Hampton,701,42,4
07/19/2020,Henrico,3037,284,175
07/19/2020,Lenowisco,113,21,5
07/19/2020,"Lord Fairfax",2310,202,80
07/19/2020,Loudoun,4647,317,103
07/19/2020,"Mount Rogers",957,89,36
07/19/2020,"New River",343,25,6
07/19/2020,Norfolk,2155,140,19
07/19/2020,Peninsula,1924,144,38
07/19/2020,Piedmont,1164,114,19
