Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Geolocation State,Geolocation
2020-05-24,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,3,3,6,6,3,3,18,18,15,15,132,71,Y,Y,Y,N,4,4,1,1,0,0,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,84.5,211.3,250,POINT (-78.666382 37.510861),POINT (-77.191401 38.811865)
2020-06-21,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,0,7,0,3,1,22,0,18,132,60,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,116.7,300,257.1,POINT (-78.666382 37.510861),POINT (-77.191401 38.811865)
2020-06-14,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,0,7,0,3,0,21,0,18,132,61,Y,Y,Y,N,0,14,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,114.8,295.1,257.1,POINT (-78.666382 37.510861),POINT (-77.191401 38.811865)
2020-06-07,495337,LEEWOOD HEALTHCARE CENTER,7120 BRADDOCK ROAD,ANNANDALE,VA,22003,Y,Y,0,3,1,7,0,3,1,21,1,18,132,60,Y,Y,Y,N,9,14,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,116.7,300,257.1,POINT (-78.666382 37.510861),POINT (-77.191401 38.811865)
2020-05-24,495188,APPOMATTOX HEALTH AND REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,Y,Y,0,0,0,0,1,1,1,1,0,0,0,52,Y,Y,Y,Y,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.825507 37.346083)
2020-05-31,495188,APPOMATTOX HEALTH AND REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,Y,Y,0,0,0,0,0,1,1,2,0,0,0,51,Y,Y,Y,Y,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.825507 37.346083)
2020-06-21,495188,APPOMATTOX HEALTH AND REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,Y,Y,0,0,0,0,0,2,0,4,0,0,60,50,Y,Y,Y,Y,0,0,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.825507 37.346083)
2020-06-14,495188,APPOMATTOX HEALTH AND REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,Y,Y,0,0,0,0,0,2,2,4,0,0,60,52,Y,Y,Y,Y,0,0,2,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.825507 37.346083)
2020-06-07,495188,APPOMATTOX HEALTH AND REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,Y,Y,0,0,0,0,1,2,0,2,0,0,60,52,Y,Y,Y,Y,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.825507 37.346083)
2020-05-31,495269,THE JEFFERSON,900 NORTH TAYLOR STREET,ARLINGTON,VA,22203,Y,Y,0,3,1,10,0,5,0,8,0,6,31,7,Y,Y,Y,N,1,13,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1428.6,857.1,60,POINT (-78.666382 37.510861),POINT (-77.112478 38.880325)
2020-06-07,495269,THE JEFFERSON,900 NORTH TAYLOR STREET,ARLINGTON,VA,22203,Y,Y,0,3,0,10,0,5,0,8,0,6,31,7,Y,Y,Y,N,0,13,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1428.6,857.1,60,POINT (-78.666382 37.510861),POINT (-77.112478 38.880325)
2020-05-24,495102,MANORCARE HEALTH SERVICES-ARLINGTON,550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204,Y,Y,7,7,12,12,7,7,1,1,1,1,157,104,Y,N,Y,N,2,2,4,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,115.4,9.6,8.3,POINT (-78.666382 37.510861),POINT (-77.128667 38.860725)
2020-05-31,495121,CHERRYDALE HEALTH AND REHABILITATION CENTER,3710 LEE HIGHWAY,ARLINGTON,VA,22207,Y,Y,1,7,0,82,0,14,0,12,0,8,0,122,Y,Y,Y,Y,2,25,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,672.1,65.6,9.8,POINT (-78.666382 37.510861),POINT (-77.10578 38.89625)
2020-06-07,495121,CHERRYDALE HEALTH AND REHABILITATION CENTER,3710 LEE HIGHWAY,ARLINGTON,VA,22207,Y,Y,3,10,0,82,0,14,1,13,0,8,180,122,Y,Y,Y,Y,0,25,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,672.1,65.6,9.8,POINT (-78.666382 37.510861),POINT (-77.10578 38.89625)
2020-05-31,495102,MANORCARE HEALTH SERVICES-ARLINGTON,550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204,Y,Y,6,13,1,13,2,9,0,1,0,1,157,112,Y,N,Y,N,0,2,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,116.1,8.9,7.7,POINT (-78.666382 37.510861),POINT (-77.128667 38.860725)
2020-06-07,495114,"REGENCY CARE OF ARLINGTON, LLC",1785 SOUTH HAYES STREET,ARLINGTON,VA,22202,Y,Y,0,0,0,10,0,0,0,24,0,24,240,122,Y,N,Y,Y,4,11,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,82,196.7,240,POINT (-78.666382 37.510861),POINT (-77.057513 38.857604)
2020-06-21,495102,MANORCARE HEALTH SERVICES-ARLINGTON,550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204,Y,Y,1,27,0,13,16,28,2,5,0,2,157,110,Y,N,Y,N,0,2,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,118.2,18.2,15.4,POINT (-78.666382 37.510861),POINT (-77.128667 38.860725)
2020-06-21,495121,CHERRYDALE HEALTH AND REHABILITATION CENTER,3710 LEE HIGHWAY,ARLINGTON,VA,22207,Y,Y,0,10,0,82,0,14,0,13,0,8,180,117,Y,Y,Y,Y,0,25,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,700.9,68.4,9.8,POINT (-78.666382 37.510861),POINT (-77.10578 38.89625)
2020-05-31,495114,"REGENCY CARE OF ARLINGTON, LLC",1785 SOUTH HAYES STREET,ARLINGTON,VA,22202,Y,Y,0,0,0,10,0,0,4,24,4,24,240,123,Y,N,Y,Y,7,7,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,81.3,195.1,240,POINT (-78.666382 37.510861),POINT (-77.057513 38.857604)
2020-06-14,495102,MANORCARE HEALTH SERVICES-ARLINGTON,550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204,Y,Y,10,26,0,13,0,12,1,3,0,2,157,112,Y,N,Y,N,0,2,0,4,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,116.1,17.9,15.4,POINT (-78.666382 37.510861),POINT (-77.128667 38.860725)
2020-06-14,495121,CHERRYDALE HEALTH AND REHABILITATION CENTER,3710 LEE HIGHWAY,ARLINGTON,VA,22207,Y,Y,0,10,0,82,0,14,0,13,0,8,180,119,Y,Y,Y,Y,0,25,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,689.1,67.2,9.8,POINT (-78.666382 37.510861),POINT (-77.10578 38.89625)
2020-05-24,495114,"REGENCY CARE OF ARLINGTON, LLC",1785 SOUTH HAYES STREET,ARLINGTON,VA,22202,Y,Y,0,0,10,10,0,0,20,20,20,20,240,125,Y,N,Y,Y,0,0,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,80,160,200,POINT (-78.666382 37.510861),POINT (-77.057513 38.857604)
2020-05-24,495121,CHERRYDALE HEALTH AND REHABILITATION CENTER,3710 LEE HIGHWAY,ARLINGTON,VA,22207,Y,Y,6,6,82,82,14,14,12,12,8,8,0,121,Y,Y,Y,Y,23,23,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,,,,,677.7,66.1,9.8,POINT (-78.666382 37.510861),POINT (-77.10578 38.89625)
2020-06-07,495102,MANORCARE HEALTH SERVICES-ARLINGTON,550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204,Y,Y,3,16,0,13,3,12,1,2,1,2,157,112,Y,N,Y,N,0,2,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,116.1,17.9,15.4,POINT (-78.666382 37.510861),POINT (-77.128667 38.860725)
2020-06-21,495114,"REGENCY CARE OF ARLINGTON, LLC",1785 SOUTH HAYES STREET,ARLINGTON,VA,22202,Y,Y,0,0,0,20,0,0,0,24,0,24,240,118,Y,N,Y,Y,0,21,0,0,0,0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,169.5,203.4,120,POINT (-78.666382 37.510861),POINT (-77.057513 38.857604)
2020-06-14,495114,"REGENCY CARE OF ARLINGTON, LLC",1785 SOUTH HAYES STREET,ARLINGTON,VA,22202,Y,Y,0,0,10,20,0,0,0,24,0,24,240,119,Y,N,Y,Y,10,21,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,168.1,201.7,120,POINT (-78.666382 37.510861),POINT (-77.057513 38.857604)
2020-06-14,495269,THE JEFFERSON,900 NORTH TAYLOR STREET,ARLINGTON,VA,22203,Y,Y,1,4,0,10,0,5,0,8,0,6,31,8,Y,Y,Y,N,0,13,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1250,750,60,POINT (-78.666382 37.510861),POINT (-77.112478 38.880325)
2020-06-21,495269,THE JEFFERSON,900 NORTH TAYLOR STREET,ARLINGTON,VA,22203,Y,Y,0,4,0,10,0,5,0,8,0,6,31,7,Y,Y,Y,N,0,13,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1428.6,857.1,60,POINT (-78.666382 37.510861),POINT (-77.112478 38.880325)
2020-05-24,495269,THE JEFFERSON,900 NORTH TAYLOR STREET,ARLINGTON,VA,22203,Y,Y,3,3,9,9,5,5,8,8,6,6,31,8,Y,Y,Y,N,12,12,7,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1125,750,66.7,POINT (-78.666382 37.510861),POINT (-77.112478 38.880325)
2020-06-07,4.90E+51,MOUNTAIN VIEW NURSING HOME,1776 ELLY ROAD,ARODA,VA,22709,Y,Y,0,0,0,0,0,0,0,1,0,0,40,34,N,N,N,N,0,0,0,0,0,0,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.206723 38.339292)
2020-05-31,4.90E+51,MOUNTAIN VIEW NURSING HOME,1776 ELLY ROAD,ARODA,VA,22709,Y,Y,0,0,0,0,0,0,0,1,0,0,40,34,N,N,N,N,0,0,0,0,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.206723 38.339292)
2020-05-24,4.90E+51,MOUNTAIN VIEW NURSING HOME,1776 ELLY ROAD,ARODA,VA,22709,Y,Y,0,0,0,0,0,0,1,1,0,0,40,33,Y,Y,Y,N,0,0,0,0,0,0,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.206723 38.339292)
2020-06-21,4.90E+51,MOUNTAIN VIEW NURSING HOME,1776 ELLY ROAD,ARODA,VA,22709,Y,Y,0,0,0,0,0,0,0,1,0,0,40,35,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.206723 38.339292)
2020-06-14,4.90E+51,MOUNTAIN VIEW NURSING HOME,1776 ELLY ROAD,ARODA,VA,22709,Y,Y,0,0,0,0,0,0,0,1,0,0,40,34,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.206723 38.339292)
2020-06-21,495416,ASHBY PONDS INC,21160 MAPLE BRANCH TERRACE,ASHBURN,VA,20147,Y,Y,0,12,0,8,0,0,0,8,0,8,44,29,Y,Y,Y,N,1,10,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,275.9,275.9,100,POINT (-78.666382 37.510861),POINT (-77.453235 39.030773)
2020-05-24,495416,ASHBY PONDS INC,21160 MAPLE BRANCH TERRACE,ASHBURN,VA,20147,Y,Y,3,3,3,3,0,0,4,4,4,4,44,34,Y,Y,Y,N,4,4,5,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,88.2,117.6,133.3,POINT (-78.666382 37.510861),POINT (-77.453235 39.030773)
2020-05-31,495416,ASHBY PONDS INC,21160 MAPLE BRANCH TERRACE,ASHBURN,VA,20147,Y,Y,1,4,1,4,0,0,3,7,3,7,44,30,Y,Y,Y,N,2,6,1,6,0,0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,133.3,233.3,175,POINT (-78.666382 37.510861),POINT (-77.453235 39.030773)
2020-06-07,495416,ASHBY PONDS INC,21160 MAPLE BRANCH TERRACE,ASHBURN,VA,20147,Y,Y,4,8,4,8,0,0,1,8,1,8,44,28,Y,Y,Y,N,1,7,1,7,0,0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,285.7,285.7,100,POINT (-78.666382 37.510861),POINT (-77.453235 39.030773)
2020-06-14,495416,ASHBY PONDS INC,21160 MAPLE BRANCH TERRACE,ASHBURN,VA,20147,Y,Y,4,12,0,8,0,0,0,8,0,8,44,30,Y,Y,Y,N,2,9,1,8,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,266.7,266.7,100,POINT (-78.666382 37.510861),POINT (-77.453235 39.030773)
2020-05-31,495362,ASHLAND NURSING AND REHABILITATION,906 THOMPSON STREET,ASHLAND,VA,23005,Y,N,0,0,0,0,0,0,0,0,0,0,190,151,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-77.496586 37.767597)
2020-06-21,495362,ASHLAND NURSING AND REHABILITATION,906 THOMPSON STREET,ASHLAND,VA,23005,Y,N,0,0,0,0,0,0,0,0,0,0,190,145,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-77.496586 37.767597)
2020-05-24,495362,ASHLAND NURSING AND REHABILITATION,906 THOMPSON STREET,ASHLAND,VA,23005,Y,N,0,0,0,0,0,0,0,0,0,0,190,153,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-77.496586 37.767597)
2020-06-14,495362,ASHLAND NURSING AND REHABILITATION,906 THOMPSON STREET,ASHLAND,VA,23005,Y,N,0,0,0,0,0,0,0,0,0,0,190,145,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-77.496586 37.767597)
2020-06-07,495362,ASHLAND NURSING AND REHABILITATION,906 THOMPSON STREET,ASHLAND,VA,23005,Y,N,0,0,0,0,0,0,0,0,0,0,190,152,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-77.496586 37.767597)
2020-06-14,495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,240 RIVERSIDE DRIVE,BASSETT,VA,24055,Y,Y,0,0,0,0,0,1,2,5,0,0,120,85,Y,Y,Y,Y,0,0,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.958474 36.73316)
2020-06-21,495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,240 RIVERSIDE DRIVE,BASSETT,VA,24055,Y,Y,0,0,0,0,0,1,0,5,0,0,120,91,Y,Y,Y,Y,0,0,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.958474 36.73316)
2020-05-24,495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,240 RIVERSIDE DRIVE,BASSETT,VA,24055,Y,Y,0,0,0,0,1,1,1,1,0,0,0,97,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.958474 36.73316)
2020-05-31,495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,240 RIVERSIDE DRIVE,BASSETT,VA,24055,Y,Y,0,0,0,0,0,1,1,2,0,0,0,88,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.958474 36.73316)
2020-06-07,495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,240 RIVERSIDE DRIVE,BASSETT,VA,24055,Y,Y,0,0,0,0,0,1,1,3,0,0,120,89,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.958474 36.73316)
2020-06-14,495191,BLAND COUNTY NURSING & REHABILITATION CENTER,12185 GRAPEFIELD ROAD,BASTIAN,VA,24314,Y,Y,0,0,0,0,0,0,0,9,0,0,57,46,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,19,15,Y,Y,0,0,,POINT (-78.666382 37.510861),POINT (-81.146192 37.177512)
2020-06-07,495191,BLAND COUNTY NURSING & REHABILITATION CENTER,12185 GRAPEFIELD ROAD,BASTIAN,VA,24314,Y,Y,0,0,0,0,0,0,1,9,0,0,57,47,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,19,14,Y,Y,0,0,,POINT (-78.666382 37.510861),POINT (-81.146192 37.177512)
2020-05-31,495191,BLAND COUNTY NURSING & REHABILITATION CENTER,12185 GRAPEFIELD ROAD,BASTIAN,VA,24314,Y,Y,0,0,0,0,0,0,2,8,0,0,57,46,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,19,13,Y,Y,0,0,,POINT (-78.666382 37.510861),POINT (-81.146192 37.177512)
2020-05-24,495191,BLAND COUNTY NURSING & REHABILITATION CENTER,12185 GRAPEFIELD ROAD,BASTIAN,VA,24314,Y,Y,0,0,0,0,0,0,6,6,0,0,57,51,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,19,14,Y,Y,0,0,,POINT (-78.666382 37.510861),POINT (-81.146192 37.177512)
2020-06-21,495191,BLAND COUNTY NURSING & REHABILITATION CENTER,12185 GRAPEFIELD ROAD,BASTIAN,VA,24314,Y,Y,0,0,0,0,0,0,0,9,0,0,57,47,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,19,15,Y,Y,0,0,,POINT (-78.666382 37.510861),POINT (-81.146192 37.177512)
2020-06-14,4.90E+05,BEDFORD CO NURSING HOME,1229 COUNTY FARM ROAD,BEDFORD,VA,24523,Y,Y,0,0,0,0,0,1,0,0,0,0,90,79,Y,N,Y,N,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.501609 37.312131)
2020-06-21,4.90E+05,BEDFORD CO NURSING HOME,1229 COUNTY FARM ROAD,BEDFORD,VA,24523,Y,Y,0,0,0,0,0,1,0,0,0,0,90,79,N,N,N,N,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.501609 37.312131)
2020-06-14,495046,OAKWOOD MANOR BEDFORD MEM,1613 OAKWOOD STREET,BEDFORD,VA,24523,Y,Y,1,1,3,14,0,0,0,2,0,0,111,76,Y,Y,Y,N,0,2,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,184.2,0,0,POINT (-78.666382 37.510861),POINT (-79.516415 37.351563)
2020-05-24,495046,OAKWOOD MANOR BEDFORD MEM,1613 OAKWOOD STREET,BEDFORD,VA,24523,Y,Y,0,0,0,0,0,0,0,0,0,0,111,87,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.516415 37.351563)
2020-06-21,495046,OAKWOOD MANOR BEDFORD MEM,1613 OAKWOOD STREET,BEDFORD,VA,24523,Y,Y,0,1,0,14,0,0,1,3,1,1,111,74,Y,Y,Y,N,0,2,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,189.2,13.5,7.1,POINT (-78.666382 37.510861),POINT (-79.516415 37.351563)
2020-05-31,495046,OAKWOOD MANOR BEDFORD MEM,1613 OAKWOOD STREET,BEDFORD,VA,24523,Y,Y,0,0,9,9,0,0,0,0,0,0,111,84,Y,Y,Y,N,2,2,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,107.1,0,0,POINT (-78.666382 37.510861),POINT (-79.516415 37.351563)
2020-06-07,495046,OAKWOOD MANOR BEDFORD MEM,1613 OAKWOOD STREET,BEDFORD,VA,24523,Y,Y,0,0,2,11,0,0,2,2,0,0,111,79,Y,Y,Y,N,0,2,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,139.2,0,0,POINT (-78.666382 37.510861),POINT (-79.516415 37.351563)
2020-05-24,4.90E+05,BEDFORD CO NURSING HOME,1229 COUNTY FARM ROAD,BEDFORD,VA,24523,Y,Y,0,0,0,0,1,1,0,0,0,0,90,81,N,N,N,N,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.501609 37.312131)
2020-05-31,4.90E+05,BEDFORD CO NURSING HOME,1229 COUNTY FARM ROAD,BEDFORD,VA,24523,Y,Y,0,0,0,0,0,1,0,0,0,0,90,78,Y,N,Y,N,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.501609 37.312131)
2020-06-07,4.90E+05,BEDFORD CO NURSING HOME,1229 COUNTY FARM ROAD,BEDFORD,VA,24523,Y,Y,0,0,0,0,0,1,0,0,0,0,90,79,Y,N,Y,N,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-79.501609 37.312131)
2020-06-14,495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,Y,Y,0,0,0,0,0,0,0,0,0,0,120,109,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-77.980771 39.147666)
