Report Date,Date VDH Notified,Status,Locality,FIPS,Facility,Facility Type,Cases,Deaths,Active
2020-12-18,2020-10-05,Outbreak in Progress,Fairfax,51059,Sunrise Senior Living - George Mason,Assisted Living,23,*,1
2020-12-18,2020-05-27,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Hunter Mill,Assisted Living,*,0,0
2020-12-18,2020-09-04,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Hunter Mill,Assisted Living,*,0,0
2020-12-18,2020-04-10,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Springfield,Assisted Living,20,*,0
2020-12-18,2020-05-27,Outbreak Closed,Fairfax,51059,The Sylvestery of Vinson Hall Retirement Community,Multicare,9,0,0
2020-12-18,2020-12-04,Outbreak in Progress,Fairfax,51059,The Sylvestery of Vinson Hall Retirement Community,Multicare,23,0,1
2020-12-18,2020-04-30,Outbreak Closed,Fairfax,51059,Tall Oaks Assisted Living,Assisted Living,48,11,0
2020-12-18,2020-04-24,Outbreak Closed,Fairfax,51059,The Fairfax at Belvoir Woods,Multicare,6,0,0
2020-12-18,2020-07-14,Outbreak Closed,Fairfax,51059,The Fairfax at Belvoir Woods,Multicare,40,*,0
2020-12-18,2020-03-17,Outbreak Closed,Fairfax,51059,The Kensington Falls Church,Assisted Living,26,5,0
2020-12-18,2020-04-24,Outbreak Closed,Fairfax,51059,The Lincolnian,Assisted Living,26,*,0
2020-12-18,2020-04-09,Outbreak in Progress,Fairfax,51059,The Virginian,Multicare,173,27,1
2020-12-18,2020-05-20,Outbreak Closed,Fairfax,51059,Tysons Woods Assisted Living,Assisted Living,10,*,0
2020-12-18,2020-11-12,Outbreak Pending Closure,Fairfax,51059,W.T. Woodson High School,K-12,5,0,0
2020-12-18,2020-12-04,Outbreak Pending Closure,Fairfax,51059,Winwood Children's Center - Fairfax,Daycare / Pre-K,8,0,0
2020-12-18,2020-07-22,Outbreak Closed,Hampton,51650,Coliseum Convalescent and Rehabilitation Center,Nursing Home,43,5,0
2020-12-18,2020-11-13,Outbreak in Progress,Hampton,51650,Coliseum Convalescent and Rehabilitation Center,Nursing Home,69,*,1
2020-12-18,2020-09-30,Outbreak Closed,Hampton,51650,Golden Years Living,Assisted Living,31,0,0
2020-12-18,2020-04-01,Outbreak Closed,Hampton,51650,Hampton VA Medical Center,Nursing Home,37,0,0
2020-12-18,2020-08-09,Outbreak Closed,Hampton,51650,Northampton Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2020-12-18,2020-11-13,Outbreak in Progress,Hampton,51650,Northampton Convalescent and Rehabilitation Center,Nursing Home,54,*,1
2020-12-18,2020-07-22,Outbreak Pending Closure,Hampton,51650,Riverside Rehabilitation Center - Hampton,Nursing Home,*,0,0
2020-12-18,2020-03-28,Outbreak Closed,Henrico,51087,Beth Sholom Senior Living - Virginia,Multicare,75,17,0
2020-12-18,2020-11-24,Outbreak in Progress,Henrico,51087,Beth Sholom Senior Living,Multicare,16,*,1
2020-12-18,2020-04-17,Outbreak Closed,Henrico,51087,Beth Sholom Senior Living - Parkside,Assisted Living,*,*,0
2020-12-18,2020-08-21,Outbreak Closed,Henrico,51087,Blue Ridge Senior Living of Richmond,Assisted Living,27,5,0
2020-12-18,2020-12-02,Outbreak in Progress,Henrico,51087,Blue Ridge Senior Living of Richmond,Assisted Living,7,0,1
2020-12-18,2020-07-27,Outbreak Closed,Henrico,51087,Brookdale Senior Living - West End Richmond,Multicare,30,5,0
2020-12-18,2020-03-17,Outbreak Closed,Henrico,51087,Canterbury Rehabilitation & Healthcare Center,Nursing Home,177,51,0
2020-12-18,2020-07-06,Outbreak Closed,Henrico,51087,Canterbury Rehabilitation & Healthcare Center,Nursing Home,*,0,0
2020-12-18,2020-04-14,Outbreak Closed,Henrico,51087,Cedarfield Retirement Community,Assisted Living,27,*,0
2020-12-18,2020-10-30,Outbreak in Progress,Henrico,51087,Cedarfield,Assisted Living,19,*,1
2020-12-18,2020-06-02,Outbreak Closed,Henrico,51087,Chestnut Grove,Assisted Living,*,0,0
2020-12-18,2020-10-01,Outbreak Closed,Henrico,51087,Chestnut Grove Assisted Living Facility,Assisted Living,16,0,0
2020-12-18,2020-10-29,Outbreak in Progress,Henrico,51087,Commonwealth Senior Living - The West End,Assisted Living,7,0,1
2020-12-18,2020-12-03,Outbreak in Progress,Henrico,51087,Covenant Columns Manor Inc,Assisted Living,21,*,1
2020-12-18,2020-09-14,Outbreak Closed,Henrico,51087,Discovery Village at the West End,Assisted Living,58,11,0
2020-12-18,2020-11-05,Outbreak in Progress,Henrico,51087,Elizabeth Adam Crump Health and Rehab,Nursing Home,88,12,1
2020-12-18,2020-10-30,Outbreak Closed,Henrico,51087,Family Life Services LLC,Adult Daycare Program,27,0,0
2020-12-18,2020-04-30,Outbreak Closed,Henrico,51087,Glenburnie Rehabilitation and Nursing Center,Nursing Home,96,22,0
2020-12-18,2020-10-19,Outbreak Closed,Henrico,51087,Elizabeth House Assisted Living,Assisted Living,*,0,0
2020-12-18,2020-04-05,Outbreak Closed,Henrico,51087,Henrico Health & Rehabilitation Center,Nursing Home,114,18,0
2020-12-18,2020-09-04,Outbreak Closed,Henrico,51087,Henrico Health & Rehabilitation Center,Nursing Home,11,*,0
2020-12-18,2020-04-09,Outbreak Closed,Henrico,51087,Lakewood Retirement Community,Multicare,15,*,0
2020-12-18,2020-12-10,Outbreak in Progress,Henrico,51087,Lakewood Retirement Community,Multicare,6,0,1
2020-12-18,2020-09-28,Outbreak Closed,Henrico,51087,The Laurels of University Park,Nursing Home,11,0,0
2020-12-18,2020-04-01,Outbreak Closed,Henrico,51087,ManorCare Health Services - Richmond,Nursing Home,11,*,0
2020-12-18,2020-08-14,Outbreak Closed,Henrico,51087,ManorCare Health Services of Richmond,Multicare,16,*,0
2020-12-18,2020-11-20,Outbreak Closed,Henrico,51087,Manorhouse Assisted Living & Memory Care,Multicare,*,0,0
2020-12-18,2020-03-28,Outbreak Closed,Henrico,51087,Masonic Home of Virginia,Assisted Living,50,6,0
2020-12-18,2020-05-26,Outbreak Closed,Henrico,51087,Our Lady of Hope,Multicare,8,0,0
2020-12-18,2020-11-23,Outbreak Pending Closure,Henrico,51087,Our Lady of Lourdes Catholic School,K-12,*,0,0
2020-12-18,2020-12-10,Outbreak in Progress,Henrico,51087,Parham Healthcare & Rehabilitation Center,Nursing Home,12,0,1
2020-12-18,2020-11-30,Outbreak in Progress,Henrico,51087,Spring Arbor Cottage of Richmond,Nursing Home,22,0,1
2020-12-18,2020-08-17,Outbreak Closed,Henrico,51087,Spring Arbor Senior Living - Richmond,Assisted Living,11,*,0
2020-12-18,2020-08-17,Outbreak Closed,Henrico,51087,Sunrise Senior Living - Tuckahoe,Assisted Living,5,*,0
2020-12-18,2020-08-13,Outbreak Closed,Henrico,51087,The Village at ManorCare,Assisted Living,5,0,0
2020-12-18,2020-07-07,Outbreak Closed,Henrico,51087,Westminster Canterbury,Multicare,19,0,0
2020-12-18,2020-09-29,Outbreak in Progress,Henrico,51087,Westminster-Canterbury of the Blue Ridge,Multicare,52,5,1
2020-12-18,2020-04-05,Outbreak Closed,Henrico,51087,Westport Rehabilitation and Nursing Center,Nursing Home,127,13,0
2020-12-18,2020-11-13,Outbreak in Progress,Henrico,51087,Westport Rehabilitation and Nursing Center,Nursing Home,45,5,1
2020-12-18,2020-11-16,Outbreak in Progress,Lee,51105,Chestnut Grove Assisted Living,Assisted Living,62,0,1
2020-12-18,2020-07-04,Outbreak Pending Closure,Lee,51105,Lee Health & Rehab Center,Nursing Home,143,18,0
2020-12-18,2020-08-28,Outbreak Closed,Lee,51105,Lee High School,K-12,10,0,0
2020-12-18,2020-08-28,Outbreak Closed,Lee,51105,St. Charles Elementary School,K-12,*,0,0
2020-12-18,2020-11-10,Outbreak Closed,Scott,51169,Gate City Christian School,K-12,21,0,0
2020-12-18,2020-10-21,Outbreak Closed,Scott,51169,Gate City Middle School,K-12,9,0,0
2020-12-18,2020-09-11,Outbreak Closed,Scott,51169,NOVA Health & Rehab Center,Nursing Home,5,*,0
2020-12-18,2020-10-21,Outbreak in Progress,Scott,51169,Ridgecrest Manor Nursing and Rehabilitation,Nursing Home,109,*,1
2020-12-18,2020-10-31,Outbreak in Progress,Wise,51195,Heritage Hall - Big Stone Gap,Multicare,219,34,1
2020-12-18,2020-09-15,Outbreak Closed,Wise,51195,James W. Adams Elementary School,K-12,13,0,0
2020-12-18,2020-09-14,Outbreak Closed,Wise,51195,Union Middle School,K-12,6,0,1
2020-12-18,2020-09-15,Outbreak Closed,Wise,51195,Union Primary School,K-12,5,0,0
2020-12-18,2020-11-09,Outbreak Pending Closure,Frederick,51069,Envoy of Winchester,Nursing Home,22,0,0
2020-12-18,2020-07-03,Outbreak Closed,Frederick,51069,Hilltop Community,Assisted Living,15,*,0
2020-12-18,2020-11-20,Outbreak Closed,Frederick,51069,Mountain View Christian Academy,K-12,8,0,0
2020-12-18,2020-10-29,Outbreak in Progress,Frederick,51069,Westminster Canterbury Shenandoah Valley,Assisted Living,34,5,1
2020-12-18,2020-07-17,Outbreak Closed,Frederick,51069,The Village at Orchard Ridge,Assisted Living,16,0,0
2020-12-18,2020-10-14,Outbreak Closed,Frederick,51069,The Village at Orchard Ridge,Assisted Living,7,0,0
2020-12-18,2020-04-21,Outbreak Closed,Page,51139,Skyview Springs Nursing Home,Nursing Home,154,22,0
2020-12-18,2020-10-23,Outbreak in Progress,Page,51139,Skyview Springs Rehab and Nursing Center,Nursing Home,20,*,1
2020-12-18,2020-04-30,Outbreak Closed,Shenandoah,51171,Consulate Health Care of Woodstock,Nursing Home,95,16,0
2020-12-18,2020-10-08,Outbreak Closed,Shenandoah,51171,Consulate Health Care of Woodstock,Nursing Home,16,*,0
2020-12-18,2020-05-03,Outbreak Closed,Shenandoah,51171,Dutch Haven Assisted Living,Assisted Living,47,11,0
2020-12-18,2020-12-08,Outbreak in Progress,Shenandoah,51171,Greenfield Reflections of Woodstock,Assisted Living,*,0,1
2020-12-18,2020-06-21,Outbreak Closed,Shenandoah,51171,Life Care Center of New Market,Nursing Home,108,22,0
2020-12-18,2020-05-06,Outbreak Closed,Shenandoah,51171,Pine Meadow,Assisted Living,*,0,0
2020-12-18,2020-03-30,Outbreak Closed,Shenandoah,51171,Skyline Terrace Nursing Home,Nursing Home,*,0,0
2020-12-18,2020-11-13,Outbreak Closed,Shenandoah,51171,Skyline Terrace Nursing Home,Nursing Home,*,0,0
2020-12-18,2020-09-20,Outbreak Pending Closure,Warren,51187,Heritage Hall - Front Royal,Nursing Home,49,13,0
2020-12-18,2020-09-20,Outbreak Closed,Warren,51187,Lynn Care Center,Nursing Home,19,*,0
2020-12-18,2020-12-10,Outbreak in Progress,Warren,51187,Lynn Care Center,Nursing Home,7,0,1
2020-12-18,2020-06-18,Outbreak Closed,Warren,51187,Woods Cove Assisted Living,Assisted Living,45,*,0
2020-12-18,2020-11-16,Outbreak in Progress,Winchester,51840,Evergreen Health & Rehab,Nursing Home,124,*,1
2020-12-18,2020-12-03,Outbreak in Progress,Winchester,51840,Sacred Heart Academy,K-12,11,0,1
2020-12-18,2020-11-22,Outbreak in Progress,Winchester,51840,The Willows at Meadow Branch,Assisted Living,36,*,1
2020-12-18,2020-12-05,Outbreak in Progress,Winchester,51840,Winchester Medical Center,Medical Facility,14,0,1
2020-12-18,2020-04-06,Outbreak Closed,Loudoun,51107,Ashby Ponds,Multicare,62,10,0
2020-12-18,2020-04-23,Outbreak Closed,Loudoun,51107,Ashleigh at Lansdowne,Multicare,31,11,0
2020-12-18,2020-04-23,Outbreak Closed,Loudoun,51107,Atria Senior Living - Sterling,Assisted Living,19,*,0
2020-12-18,2020-08-10,Outbreak Closed,Loudoun,51107,Dominion High School,K-12,*,0,0
2020-12-18,2020-05-19,Outbreak Closed,Loudoun,51107,Heritage Hall - Leesburg,Nursing Home,90,17,0
2020-12-18,2020-09-18,Outbreak Closed,Loudoun,51107,Heritage Hall - Leesburg,Nursing Home,30,*,0
2020-12-18,2020-09-04,Outbreak Closed,Loudoun,51107,Inova Loudoun Nursing and Rehabilitation Center,Nursing Home,*,*,0
2020-12-18,2020-11-13,Outbreak in Progress,Loudoun,51107,Inova Loudoun Nursing and Rehabilitation Center,Nursing Home,69,16,1
2020-12-18,2020-03-28,Outbreak Closed,Loudoun,51107,Johnson Center At Falcons Landing,Multicare,71,6,0
2020-12-18,2020-10-28,Outbreak Closed,Loudoun,51107,Minnieland Academy - Stone Ridge,Daycare / Pre-K,*,0,0
2020-12-18,2020-04-23,Outbreak Closed,Loudoun,51107,Poet's Walk - Leesburg,Assisted Living,29,7,0
2020-12-18,2020-04-10,Outbreak Closed,Loudoun,51107,Potomac Falls Health & Rehab Center,Multicare,86,23,0
2020-12-18,2020-10-28,Outbreak Closed,Loudoun,51107,Potomac Falls Health & Rehab Center,Multicare,23,0,0
2020-12-18,2020-10-28,Outbreak Closed,Loudoun,51107,Sterling Park KinderCare,Daycare / Pre-K,*,0,0
2020-12-18,2020-04-07,Outbreak Closed,Loudoun,51107,Sunrise Senior Living - Countryside,Assisted Living,20,5,0
2020-12-18,2020-04-16,Outbreak Closed,Loudoun,51107,Tribute at One Loudoun,Multicare,48,12,0
2020-12-18,2020-12-01,Outbreak in Progress,Loudoun,51107,Tribute - One Loudoun,Multicare,16,0,1
2020-12-18,2020-11-07,Outbreak Closed,Loudoun,51107,Virginia Academy,K-12,6,0,0
2020-12-18,2020-04-13,Outbreak Closed,Loudoun,51107,Waltonwood at Ashburn,Multicare,9,*,0
2020-12-18,2020-11-19,Outbreak in Progress,Loudoun,51107,Waltonwood at Ashburn,Multicare,41,*,1
2020-12-18,2020-08-10,Outbreak Closed,Bland,51021,Kissito Healthcare - Bland County,Multicare,36,5,0
2020-12-18,2020-08-10,Outbreak Closed,Bristol,51520,NHC HealthCare - Bristol,Nursing Home,5,0,0
2020-12-18,2020-11-14,Outbreak in Progress,Bristol,51520,Oakmont at Gordon Park,Multicare,5,0,1
2020-12-18,2020-08-04,Outbreak Closed,Bristol,51520,The Rehab Center at Bristol,Assisted Living,87,6,0
2020-12-18,2020-08-14,Outbreak Closed,Carroll,51035,Commonwealth Senior Living - Hillsville,Assisted Living,58,8,0
2020-12-18,2020-05-14,Outbreak Closed,Carroll,51035,Hillsville Health and Rehabilitation Center,Nursing Home,66,10,0
2020-12-18,2020-05-27,Outbreak Closed,Galax,51640,Galax Health and Rehab,Nursing Home,118,21,0
2020-12-18,2020-05-24,Outbreak Pending Closure,Galax,51640,Waddell Nursing and Rehab Center,Nursing Home,12,*,0
2020-12-18,2020-08-30,Outbreak Closed,Grayson,51077,Grayson Rehabilitation and Health Center,Nursing Home,114,11,0
2020-12-18,2020-08-30,Outbreak in Progress,Smyth,51173,Valley Health Care Center,Nursing Home,182,26,1
2020-12-18,2020-09-10,Outbreak Pending Closure,Washington,51191,Accordius Health - Abingdon,Multicare,88,9,0
2020-12-18,2020-09-28,Outbreak Pending Closure,Washington,51191,Commonwealth Senior Living - Abingdon,Multicare,44,7,0
2020-12-18,2020-04-03,Outbreak Closed,Washington,51191,English Meadows Senior Living Community,Assisted Living,11,*,0
2020-12-18,2020-07-10,Outbreak Closed,Wythe,51197,Carrington Place Health & Rehab Center - Rural Retreat,Nursing Home,*,0,0
2020-12-18,2020-06-30,Outbreak Pending Closure,Wythe,51197,Carrington Place Health & Rehab Center - Rural Retreat,Nursing Home,*,0,0
2020-12-18,2020-11-08,Outbreak in Progress,Wythe,51197,Carrington Place at Wythville-Birdmont Center,Nursing Home,57,5,1
2020-12-18,2020-06-25,Outbreak Closed,Floyd,51063,Skyline Nursing and Rehabilitation Center,Nursing Home,5,*,0
2020-12-18,2020-08-24,Outbreak Closed,Floyd,51063,Skyline Nursing and Rehabilitation Center,Nursing Home,68,14,0
2020-12-18,2020-10-23,Outbreak in Progress,Giles,51071,Heritage Hall - Giles,Nursing Home,16,*,1
2020-12-18,2020-10-16,Outbreak in Progress,Montgomery,51121,Showalter Center,Assisted Living,94,8,1
2020-12-18,2020-12-07,Outbreak in Progress,Pulaski,51155,Highland Ridge Rehab Center,Nursing Home,13,0,1
2020-12-18,2020-11-02,Outbreak in Progress,Pulaski,51155,Pulaski Health & Rehabilitation Center,Nursing Home,91,14,1
2020-12-18,2020-10-20,Outbreak in Progress,Radford,51750,Radford Health & Rehab Center,Nursing Home,55,11,1
2020-12-18,2020-07-08,Outbreak Closed,Norfolk,51710,Autumn Care of Norfolk,Nursing Home,8,0,0
2020-12-18,2020-07-07,Outbreak Closed,Norfolk,51710,Commonwealth Senior Living - Leigh Hall,Assisted Living,9,*,0
2020-12-18,2020-06-29,Outbreak Closed,Norfolk,51710,Consulate Health Care of Norfolk,Nursing Home,98,5,0
2020-12-18,2020-07-13,Outbreak Closed,Norfolk,51710,Harbor's Edge,Assisted Living,14,*,0
2020-12-18,2020-07-13,Outbreak Closed,Norfolk,51710,Lake Taylor Transitional Care Hospital,Nursing Home,17,*,0
2020-12-18,2020-03-28,Outbreak Closed,Norfolk,51710,Norfolk Health & Rehabilitation Center,Nursing Home,*,0,0
2020-12-18,2020-06-25,Outbreak Closed,Norfolk,51710,Pelican Health - Norfolk,Assisted Living,5,0,0
2020-12-18,2020-12-02,Outbreak in Progress,Norfolk,51710,Pelican Health - Norfolk,Assisted Living,19,*,1
2020-12-18,2020-06-05,Outbreak Closed,Norfolk,51710,Signature HealthCARE - Norfolk,Nursing Home,118,12,0
2020-12-18,2020-07-07,Outbreak Closed,Norfolk,51710,St. Mary's Home,Nursing Home,22,0,0
2020-12-18,2020-07-05,Outbreak Closed,Norfolk,51710,Commonwealth Senior Living - The Ballentine,Assisted Living,8,*,0
2020-12-18,2020-11-21,Outbreak in Progress,James City,51095,Brookdale Senior Living - Williamsburg,Assisted Living,16,*,1
2020-12-18,2020-04-16,Outbreak Closed,James City,51095,Brookdale Senior Living - Chambrel Williamsburg,Assisted Living,20,*,0
2020-12-18,2020-04-06,Outbreak Closed,James City,51095,Consulate Health Care of Williamsburg,Nursing Home,9,*,0
2020-12-18,2020-07-08,Outbreak Closed,James City,51095,Edgeworth Park at New Town,Assisted Living,*,0,0
2020-12-18,2020-11-21,Outbreak Closed,James City,51095,The Kensington School,K-12,14,0,0
2020-12-18,2020-04-23,Outbreak Closed,James City,51095,WindsorMeade,Multicare,5,0,0
2020-12-18,2020-11-18,Outbreak in Progress,James City,51095,WindsorMeade,Multicare,7,*,1
2020-12-18,2020-11-04,Outbreak Closed,Newport News,51700,Heart & Soul Assisted Living,Assisted Living,19,0,0
2020-12-18,2020-07-11,Outbreak Closed,Newport News,51700,Hilton Plaza,Assisted Living,5,*,0
2020-12-18,2020-05-14,Outbreak Closed,Newport News,51700,James River Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2020-12-18,2020-09-01,Outbreak Closed,Newport News,51700,James River Convalescent and Rehabilitation Center,Nursing Home,71,8,0
2020-12-18,2020-11-16,Outbreak in Progress,Newport News,51700,Newport News Behavioral Health Center,Behavioral Health_Inpatient or Outpatient Medical,40,0,1
2020-12-18,2020-07-08,Outbreak Closed,Newport News,51700,Newport News Nursing and Rehabilitation Center,Nursing Home,27,6,0
2020-12-18,2020-12-01,Outbreak in Progress,Newport News,51700,The Newport Convalescent and Rehabilitation Center,Nursing Home,42,*,1
2020-12-18,2020-12-08,Outbreak in Progress,Newport News,51700,St. Francis Nursing Center,Nursing Home,6,0,1
2020-12-18,2020-11-19,Outbreak in Progress,Newport News,51700,The Chesapeake,Nursing Home,*,0,1
2020-12-18,2020-03-30,Outbreak Closed,Newport News,51700,The Gardens at Warwick Forest,Nursing Home,7,0,0
2020-12-18,2020-07-19,Outbreak Pending Closure,Newport News,51700,The Gardens at Warwick Forest,Nursing Home,36,5,0
2020-12-18,2020-11-25,Outbreak in Progress,Poquoson,51735,Bayside of Poquoson Health and Rehab,Nursing Home,69,*,1
2020-12-18,2020-12-09,Outbreak in Progress,Williamsburg,51830,Dominion Village at Williamsburg,Assisted Living,7,*,1
2020-12-18,2020-03-31,Outbreak Closed,Williamsburg,51830,Envoy of Williamsburg,Nursing Home,29,*,0
2020-12-18,2020-10-30,Outbreak Closed,Williamsburg,51830,Matoaka Elementary School,K-12,*,0,0
2020-12-18,2020-07-22,Outbreak Closed,Williamsburg,51830,Williamsburg Landing,Multicare,9,0,0
2020-12-18,2020-07-22,Outbreak Closed,York,51199,Regency Health & Rehabilitation Center,Nursing Home,7,0,0
2020-12-18,2020-05-11,Outbreak Closed,York,51199,Regency Health & Rehabilitation Center,Nursing Home,*,0,0
2020-12-18,2020-11-07,Outbreak in Progress,York,51199,Regency Health & Rehabilitation Center,Nursing Home,23,0,1
2020-12-18,2020-08-20,Outbreak Pending Closure,York,51199,York Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2020-12-18,2020-07-17,Outbreak Closed,Amelia,51007,Wellsprings at Amelia,Nursing Home,39,*,0
2020-12-18,2020-12-04,Outbreak in Progress,Buckingham,51029,Heritage Hall - Dillwyn,Nursing Home,51,0,1
2020-12-18,2020-08-12,Outbreak Closed,Lunenburg,51111,Jan's Residential Home,Assisted Living,5,*,0
2020-12-18,2020-07-15,Outbreak Closed,Nottoway,51135,Heritage Hall - Blackstone,Nursing Home,*,0,0
2020-12-18,2020-10-14,Outbreak in Progress,Nottoway,51135,Heritage Hall - Blackstone,Nursing Home,96,12,1
2020-12-18,2020-05-28,Outbreak Closed,Nottoway,51135,Hickory Hill Retirement Community,Assisted Living,57,7,0
2020-12-18,2020-04-08,Outbreak Closed,Prince Edward,51147,Farmville Health and Rehabilitation Center,Nursing Home,48,5,0
2020-12-18,2020-10-23,Outbreak in Progress,Prince Edward,51147,Farmville Health and Rehabilitation Center,Nursing Home,15,0,1
2020-12-18,2020-09-24,Outbreak Closed,Prince Edward,51147,The Woodland,Assisted Living,16,0,0
